date,indicator,value,series_id
2013-11-01,미국 실업률,6.9,UNRATE
2013-12-01,미국 실업률,6.7,UNRATE
2014-01-01,미국 실업률,6.6,UNRATE
2014-02-01,미국 실업률,6.7,UNRATE
2014-03-01,미국 실업률,6.7,UNRATE
2014-04-01,미국 실업률,6.2,UNRATE
2014-05-01,미국 실업률,6.3,UNRATE
2014-06-01,미국 실업률,6.1,UNRATE
2014-07-01,미국 실업률,6.2,UNRATE
2014-08-01,미국 실업률,6.1,UNRATE
2014-09-01,미국 실업률,5.9,UNRATE
2014-10-01,미국 실업률,5.7,UNRATE
2014-11-01,미국 실업률,5.8,UNRATE
2014-12-01,미국 실업률,5.6,UNRATE
2010-01-01,미국 비농업 고용자수,129802.0,PAYEMS
2010-02-01,미국 비농업 고용자수,129705.0,PAYEMS
2010-03-01,미국 비농업 고용자수,129865.0,PAYEMS
2010-04-01,미국 비농업 고용자수,130120.0,PAYEMS
2010-05-01,미국 비농업 고용자수,130643.0,PAYEMS
2010-06-01,미국 비농업 고용자수,130509.0,PAYEMS
2010-07-01,미국 비농업 고용자수,130415.0,PAYEMS
2010-08-01,미국 비농업 고용자수,130416.0,PAYEMS
2010-09-01,미국 비농업 고용자수,130342.0,PAYEMS
2010-10-01,미국 비농업 고용자수,130621.0,PAYEMS
2010-11-01,미국 비농업 고용자수,130749.0,PAYEMS
2010-12-01,미국 비농업 고용자수,130830.0,PAYEMS
2011-01-01,미국 비농업 고용자수,130837.0,PAYEMS
2011-02-01,미국 비농업 고용자수,131056.0,PAYEMS
2011-03-01,미국 비농업 고용자수,131282.0,PAYEMS
2011-04-01,미국 비농업 고용자수,131597.0,PAYEMS
2011-05-01,미국 비농업 고용자수,131704.0,PAYEMS
2011-06-01,미국 비농업 고용자수,131931.0,PAYEMS
2011-07-01,미국 비농업 고용자수,131993.0,PAYEMS
2011-08-01,미국 비농업 고용자수,132125.0,PAYEMS
2011-09-01,미국 비농업 고용자수,132344.0,PAYEMS
2011-10-01,미국 비농업 고용자수,132553.0,PAYEMS
2011-11-01,미국 비농업 고용자수,132690.0,PAYEMS
2011-12-01,미국 비농업 고용자수,132888.0,PAYEMS
2012-01-01,미국 비농업 고용자수,133245.0,PAYEMS
2012-02-01,미국 비농업 고용자수,133508.0,PAYEMS
2012-03-01,미국 비농업 고용자수,133748.0,PAYEMS
2012-04-01,미국 비농업 고용자수,133825.0,PAYEMS
2012-05-01,미국 비농업 고용자수,133933.0,PAYEMS
2012-06-01,미국 비농업 고용자수,134012.0,PAYEMS
2012-07-01,미국 비농업 고용자수,134157.0,PAYEMS
2012-08-01,미국 비농업 고용자수,134338.0,PAYEMS
2012-09-01,미국 비농업 고용자수,134517.0,PAYEMS
2012-10-01,미국 비농업 고용자수,134668.0,PAYEMS
2012-11-01,미국 비농업 고용자수,134825.0,PAYEMS
2012-12-01,미국 비농업 고용자수,135074.0,PAYEMS
2013-01-01,미국 비농업 고용자수,135257.0,PAYEMS
2013-02-01,미국 비농업 고용자수,135545.0,PAYEMS
2013-03-01,미국 비농업 고용자수,135689.0,PAYEMS
2013-04-01,미국 비농업 고용자수,135873.0,PAYEMS
2013-05-01,미국 비농업 고용자수,136095.0,PAYEMS
2013-06-01,미국 비농업 고용자수,136279.0,PAYEMS
2013-07-01,미국 비농업 고용자수,136391.0,PAYEMS
2013-08-01,미국 비농업 고용자수,136646.0,PAYEMS
2013-09-01,미국 비농업 고용자수,136821.0,PAYEMS
2013-10-01,미국 비농업 고용자수,137041.0,PAYEMS
2013-11-01,미국 비농업 고용자수,137316.0,PAYEMS
2013-12-01,미국 비농업 고용자수,137373.0,PAYEMS
2014-01-01,미국 비농업 고용자수,137561.0,PAYEMS
2014-02-01,미국 비농업 고용자수,137712.0,PAYEMS
2014-03-01,미국 비농업 고용자수,137985.0,PAYEMS
2014-04-01,미국 비농업 고용자수,138297.0,PAYEMS
2014-05-01,미국 비농업 고용자수,138512.0,PAYEMS
2014-06-01,미국 비농업 고용자수,138849.0,PAYEMS
2014-07-01,미국 비농업 고용자수,139073.0,PAYEMS
2014-08-01,미국 비농업 고용자수,139269.0,PAYEMS
2014-09-01,미국 비농업 고용자수,139563.0,PAYEMS
2014-10-01,미국 비농업 고용자수,139797.0,PAYEMS
2014-11-01,미국 비농업 고용자수,140090.0,PAYEMS
2014-12-01,미국 비농업 고용자수,140364.0,PAYEMS
2010-01-01,연방기금금리,0.05,DFF
2010-01-02,연방기금금리,0.05,DFF
2010-01-03,연방기금금리,0.05,DFF
2010-01-04,연방기금금리,0.12,DFF
2010-01-05,연방기금금리,0.12,DFF
2010-01-06,연방기금금리,0.12,DFF
2010-01-07,연방기금금리,0.1,DFF
2010-01-08,연방기금금리,0.11,DFF
2010-01-09,연방기금금리,0.11,DFF
2010-01-10,연방기금금리,0.11,DFF
2010-01-11,연방기금금리,0.11,DFF
2010-01-12,연방기금금리,0.11,DFF
2010-01-13,연방기금금리,0.11,DFF
2010-01-14,연방기금금리,0.11,DFF
2010-01-15,연방기금금리,0.12,DFF
2010-01-16,연방기금금리,0.12,DFF
2010-01-17,연방기금금리,0.12,DFF
2010-01-18,연방기금금리,0.12,DFF
2010-01-19,연방기금금리,0.13,DFF
2010-01-20,연방기금금리,0.13,DFF
2010-01-21,연방기금금리,0.12,DFF
2010-01-22,연방기금금리,0.11,DFF
2010-01-23,연방기금금리,0.11,DFF
2010-01-24,연방기금금리,0.11,DFF
2010-01-25,연방기금금리,0.12,DFF
2010-01-26,연방기금금리,0.12,DFF
2010-01-27,연방기금금리,0.12,DFF
2010-01-28,연방기금금리,0.12,DFF
2010-01-29,연방기금금리,0.12,DFF
2010-01-30,연방기금금리,0.12,DFF
2010-01-31,연방기금금리,0.12,DFF
2010-02-01,연방기금금리,0.14,DFF
2010-02-02,연방기금금리,0.14,DFF
2010-02-03,연방기금금리,0.13,DFF
2010-02-04,연방기금금리,0.14,DFF
2010-02-05,연방기금금리,0.13,DFF
2010-02-06,연방기금금리,0.13,DFF
2010-02-07,연방기금금리,0.13,DFF
2010-02-08,연방기금금리,0.13,DFF
2010-02-09,연방기금금리,0.13,DFF
2010-02-10,연방기금금리,0.12,DFF
2010-02-11,연방기금금리,0.12,DFF
2010-02-12,연방기금금리,0.12,DFF
2010-02-13,연방기금금리,0.12,DFF
2010-02-14,연방기금금리,0.12,DFF
2010-02-15,연방기금금리,0.12,DFF
2010-02-16,연방기금금리,0.13,DFF
2010-02-17,연방기금금리,0.12,DFF
2010-02-18,연방기금금리,0.12,DFF
2010-02-19,연방기금금리,0.13,DFF
2010-02-20,연방기금금리,0.13,DFF
2010-02-21,연방기금금리,0.13,DFF
2010-02-22,연방기금금리,0.12,DFF
2010-02-23,연방기금금리,0.12,DFF
2010-02-24,연방기금금리,0.11,DFF
2010-02-25,연방기금금리,0.12,DFF
2010-02-26,연방기금금리,0.13,DFF
2010-02-27,연방기금금리,0.13,DFF
2010-02-28,연방기금금리,0.13,DFF
2010-03-01,연방기금금리,0.14,DFF
2010-03-02,연방기금금리,0.14,DFF
2010-03-03,연방기금금리,0.15,DFF
2010-03-04,연방기금금리,0.16,DFF
2010-03-05,연방기금금리,0.17,DFF
2010-03-06,연방기금금리,0.17,DFF
2010-03-07,연방기금금리,0.17,DFF
2010-03-08,연방기금금리,0.15,DFF
2010-03-09,연방기금금리,0.14,DFF
2010-03-10,연방기금금리,0.14,DFF
2010-03-11,연방기금금리,0.15,DFF
2010-03-12,연방기금금리,0.17,DFF
2010-03-13,연방기금금리,0.17,DFF
2010-03-14,연방기금금리,0.17,DFF
2010-03-15,연방기금금리,0.2,DFF
2010-03-16,연방기금금리,0.2,DFF
2010-03-17,연방기금금리,0.18,DFF
2010-03-18,연방기금금리,0.18,DFF
2010-03-19,연방기금금리,0.18,DFF
2010-03-20,연방기금금리,0.18,DFF
2010-03-21,연방기금금리,0.18,DFF
2010-03-22,연방기금금리,0.18,DFF
2010-03-23,연방기금금리,0.17,DFF
2010-03-24,연방기금금리,0.17,DFF
2010-03-25,연방기금금리,0.17,DFF
2010-03-26,연방기금금리,0.17,DFF
2010-03-27,연방기금금리,0.17,DFF
2010-03-28,연방기금금리,0.17,DFF
2010-03-29,연방기금금리,0.16,DFF
2010-03-30,연방기금금리,0.16,DFF
2010-03-31,연방기금금리,0.09,DFF
2010-04-01,연방기금금리,0.17,DFF
2010-04-02,연방기금금리,0.2,DFF
2010-04-03,연방기금금리,0.2,DFF
2010-04-04,연방기금금리,0.2,DFF
2010-04-05,연방기금금리,0.2,DFF
