date,indicator,value,series_id
2020-06-01,한국 GDP - 재화수출,-12.8,200Y102
2020-06-01,한국 GDP - 재화수입,-2.2,200Y102
2020-06-01,한국 GDP - 내수(재고제외),-0.1,200Y102
2020-06-01,한국 GDP - 정부소비,0.7,200Y102
2020-06-01,"한국 GDP - 국내총생산(GDP)(실질, 원계열, 전년동기비)",-2.6,200Y102
2020-06-01,한국 GDP - 농림어업,-9.7,200Y102
2020-06-01,한국 GDP - 제조업,-7.4,200Y102
2020-06-01,"한국 GDP - 전기, 가스 및 수도사업",0.3,200Y102
2020-06-01,한국 GDP - 건설업,0.1,200Y102
2020-06-01,한국 GDP - 서비스업,-1.1,200Y102
2020-06-01,"한국 GDP - 국내총생산에 대한 지출(실질, 원계열, 전년동기비)",-2.6,200Y102
2020-06-01,한국 GDP - 민간소비,-3.9,200Y102
2020-06-01,한국 GDP - 설비투자,2.0,200Y102
2020-06-01,한국 GDP - 건설투자,2.2,200Y102
2020-06-01,한국 GDP - 재화수출,-10.9,200Y102
2020-06-01,한국 GDP - 재화수입,-4.7,200Y102
2020-06-01,한국 GDP - 내수(재고제외),-0.1,200Y102
2020-06-01,한국 GDP - 정부소비,6.4,200Y102
2020-06-01,한국 GDP - 명목 GNI(전기비),-1.3,200Y102
2020-06-01,한국 GDP - 실질 GNI(전기비),-2.2,200Y102
2020-06-01,한국 GDP - 명목 GNI(전년동기비),-1.0,200Y102
2020-06-01,한국 GDP - 실질 GNI(전년동기비),-1.5,200Y102
2020-06-01,"한국 GDP - GDP 디플레이터 등락률(원계열, 전년동기비)",1.5,200Y102
2020-06-01,한국 GDP - 총저축률,34.6,200Y102
2020-06-01,한국 GDP - 국내총투자율,32.5,200Y102
2020-06-01,한국 GDP - (가계순저축률),12.9,200Y102
2020-06-01,"한국 GDP - 수출입의 대 GNI 비율(명목, 계절조정)",65.1,200Y102
2020-06-01,"한국 GDP - 국내총생산(GDP)(명목, 계절조정, 전기비)",-1.1,200Y102
2020-06-01,한국 GDP - 피용자보수,0.5,200Y102
2020-06-01,한국 GDP - 총영업잉여,-2.8,200Y102
2020-06-01,한국 GDP - 순생산 및 수입세,-1.6,200Y102
2020-06-01,"한국 GDP - 국내총생산(GDP)(명목, 원계열, 전년동기비)",-1.1,200Y102
2020-06-01,한국 GDP - 피용자보수,2.3,200Y102
2020-06-01,한국 GDP - 총영업잉여,-5.2,200Y102
2020-06-01,한국 GDP - 순생산 및 수입세,2.8,200Y102
