date,indicator,value,period,is_holiday_gap,pct_1d,pct_1w,pct_1m,event_flag
2020-07-30,원/달러 환율,1195.2,D,False,0.008367500627581848,0.12565971349585148,-0.5326231691078487,
2020-07-31,원/달러 환율,1191.4,D,False,-0.31793842034805175,-0.5924071756362004,-0.7993338884263013,
2020-08-03,원/달러 환율,1189.1,D,False,-0.19305019305020377,-1.0155664696578692,-0.9413528823725592,
2020-08-04,원/달러 환율,1193.7,D,False,0.3868471953578423,-0.242353334447587,-0.25902406417112056,
2020-08-05,원/달러 환율,1193.5,D,False,-0.01675462846612019,-0.1338800100409987,0.050297594098402953,
2020-08-06,원/달러 환율,1190.3,D,False,-0.2681189777964055,-0.4099732262382916,-0.4599431343033977,
2020-08-07,원/달러 환율,1184.3,D,False,-0.5040746030412491,-0.5959375524593025,-0.8539137714524969,
2020-08-10,원/달러 환율,1185.9,D,False,0.1351009034872952,-0.2691110924228246,-1.3722554890219563,
2020-08-11,원/달러 환율,1186.7,D,False,0.06745931360148116,-0.5864119963139847,-1.1330500708156221,
2020-08-12,원/달러 환율,1184.9,D,False,-0.1516811325524503,-0.7205697528278043,-1.7821618037135223,
2020-08-13,원/달러 환율,1186.0,D,False,0.09283483838298245,-0.3612534655128896,-1.2242858332639384,
2020-08-14,원/달러 환율,1183.6,D,False,-0.20236087689714521,-0.0591066452756972,-1.7025164022921646,
2020-08-18,원/달러 환율,1185.8,D,False,0.18587360594795044,-0.008432414200199023,-1.6504934892593637,
2020-08-19,원/달러 환율,1185.1,D,False,-0.05903187721369996,-0.13482767337997803,-1.5452355238016247,
2020-08-20,원/달러 환율,1182.3,D,False,-0.2362669816893037,-0.21942779981434235,-1.3187546949336437,
2020-08-21,원/달러 환율,1186.3,D,False,0.33832360652965576,0.025295109612133437,-0.6199212532462139,
2020-08-24,원/달러 환율,1185.3,D,False,-0.08429570934839203,0.1436296045961516,-1.101376720901126,
2020-08-25,원/달러 환율,1190.0,D,False,0.3965240867290998,0.35419126328217754,-0.9406476317322832,
2020-08-26,원/달러 환율,1186.3,D,False,-0.3109243697479003,0.10125727786685079,-0.8607721878656105,
2020-08-27,원/달러 환율,1187.0,D,False,0.059006996543886636,0.39753023767232776,-0.6777675508325642,
2020-08-28,원/달러 환율,1185.7,D,False,-0.10951979780959853,-0.050577425609033,-0.794846050870146,
2020-08-31,원/달러 환율,1185.1,D,False,-0.050603019313499864,-0.01687336539273332,-0.5287896592244601,
2020-09-01,원/달러 환율,1183.3,D,False,-0.1518859168002651,-0.5630252100840338,-0.48776385501639874,
2020-09-02,원/달러 환율,1184.6,D,False,0.10986224964082414,-0.14330270589227867,-0.7623355952081856,
2020-09-03,원/달러 환율,1186.2,D,False,0.13506668917779852,-0.06739679865206405,-0.6116464180980219,
2020-09-04,원/달러 환율,1187.5,D,False,0.10959366042826435,0.15180905794045518,-0.2352348147525829,
2020-09-07,원/달러 환율,1190.2,D,False,0.22736842105264277,0.4303434309341103,0.4981845816093955,
2020-09-08,원/달러 환율,1187.2,D,False,-0.25205847756679667,0.3295867489225168,0.10962138460239856,
2020-09-09,원/달러 환율,1187.9,D,False,0.0589622641509413,0.27857504642918585,0.10112075503496687,
2020-09-10,원/달러 환율,1189.6,D,False,0.1431096893677708,0.28662957342773243,0.3966579458182018,
2020-09-11,원/달러 환율,1185.3,D,False,-0.36146603900469865,-0.1852631578947439,-0.05902192242833726,
2020-09-14,원/달러 환율,1188.3,D,False,0.253100480890911,-0.15963703579231492,0.39709361270698906,
2020-09-15,원/달러 환율,1184.2,D,False,-0.3450307161491084,-0.2526954177897611,-0.1349300050598634,
2020-09-16,원/달러 환율,1180.5,D,False,-0.31244722175308715,-0.6229480596009807,-0.3881528984895688,
2020-09-17,원/달러 환율,1177.8,D,False,-0.228716645489202,-0.9919300605245374,-0.38061405734585163,
2020-09-18,원/달러 환율,1175.4,D,False,-0.2037697401935712,-0.8352315869399995,-0.9188232318974809,
2020-09-21,원/달러 환율,1163.6,D,False,-1.00391356134083,-2.0785996802154427,-1.8307601451109434,
2020-09-22,원/달러 환율,1160.6,D,False,-0.25782055689240746,-1.992906603614264,-2.4705882352941244,
2020-09-23,원/달러 환율,1163.9,D,False,0.28433568843702073,-1.4061838204150745,-1.888223889404017,
2020-09-24,원/달러 환율,1164.4,D,False,0.042959017097699004,-1.137714382747479,-1.9039595619207983,
2020-09-25,원/달러 환율,1170.3,D,False,0.5066987289590985,-0.4338948443083357,-1.2988108290461375,
