date,indicator,value,period
20221207,원/유로 환율,1370.2,D
20221208,원/달러 환율,1319.5,D
20221208,원/엔 환율,967.13,D
20221208,원/유로 환율,1386.79,D
20221209,원/달러 환율,1320.4,D
20221209,원/엔 환율,966.3,D
20221209,원/유로 환율,1394.28,D
20221212,원/달러 환율,1306.6,D
20221212,원/엔 환율,955.75,D
20221212,원/유로 환율,1375.59,D
20221213,원/달러 환율,1310.0,D
20221213,원/엔 환율,952.35,D
20221213,원/유로 환율,1380.48,D
20221214,원/달러 환율,1304.4,D
20221214,원/엔 환율,963.05,D
20221214,원/유로 환율,1387.36,D
20221215,원/달러 환율,1296.0,D
20221215,원/엔 환율,956.74,D
20221215,원/유로 환율,1383.61,D
20221216,원/달러 환율,1301.0,D
20221216,원/엔 환율,944.43,D
20221216,원/유로 환율,1382.96,D
20221219,원/달러 환율,1310.1,D
20221219,원/엔 환율,961.58,D
20221219,원/유로 환율,1387.92,D
20221220,원/달러 환율,1302.0,D
20221220,원/엔 환율,950.89,D
20221220,원/유로 환율,1381.29,D
20221221,원/달러 환율,1298.0,D
20221221,원/엔 환율,983.74,D
20221221,원/유로 환율,1379.32,D
20221222,원/달러 환율,1286.6,D
20221222,원/엔 환율,972.45,D
20221222,원/유로 환율,1364.83,D
20221223,원/달러 환율,1276.1,D
20221223,원/엔 환율,963.68,D
20221223,원/유로 환율,1352.67,D
20221226,원/달러 환율,1282.2,D
20221226,원/엔 환율,965.4,D
20221226,원/유로 환율,1361.82,D
20221227,원/달러 환율,1276.4,D
20221227,원/엔 환율,961.04,D
20221227,원/유로 환율,1357.71,D
20221228,원/달러 환율,1268.3,D
20221228,원/엔 환율,950.18,D
20221228,원/유로 환율,1348.96,D
20221229,원/달러 환율,1268.4,D
20221229,원/엔 환율,945.19,D
20221229,원/유로 환율,1347.1,D
20221230,원/달러 환율,1267.3,D
20221230,원/엔 환율,953.18,D
20221230,원/유로 환율,1351.2,D
202301,기준금리,3.5,M
20230102,원/달러 환율,1267.3,D
20230102,원/엔 환율,968.55,D
20230102,원/유로 환율,1355.25,D
20230103,원/달러 환율,1268.9,D
20230103,원/엔 환율,971.93,D
20230103,원/유로 환율,1355.31,D
20230104,원/달러 환율,1272.1,D
20230104,원/엔 환율,970.77,D
20230104,원/유로 환율,1342.45,D
20230105,원/달러 환율,1274.7,D
20230105,원/엔 환율,962.62,D
20230105,원/유로 환율,1351.95,D
20230106,원/달러 환율,1270.3,D
20230106,원/엔 환율,952.14,D
20230106,원/유로 환율,1336.74,D
20230109,원/달러 환율,1267.2,D
20230109,원/엔 환율,958.55,D
20230109,원/유로 환율,1348.81,D
20230110,원/달러 환율,1246.8,D
20230110,원/엔 환율,945.94,D
20230110,원/유로 환율,1338.75,D
20230111,원/달러 환율,1240.8,D
20230111,원/엔 환율,938.72,D
20230111,원/유로 환율,1332.12,D
20230112,원/달러 환율,1245.3,D
20230112,원/엔 환율,942.09,D
20230112,원/유로 환율,1340.44,D
20230113,원/달러 환율,1244.6,D
20230113,원/엔 환율,962.46,D
20230113,원/유로 환율,1350.45,D
20230116,원/달러 환율,1240.6,D
20230116,원/엔 환율,969.86,D
20230116,원/유로 환율,1343.45,D
20230117,원/달러 환율,1234.0,D
20230117,원/엔 환율,961.92,D
20230117,원/유로 환율,1336.18,D
20230118,원/달러 환율,1238.5,D
20230118,원/엔 환율,965.69,D
20230118,원/유로 환율,1336.47,D
20230119,원/달러 환율,1239.8,D
20230119,원/엔 환율,962.99,D
20230119,원/유로 환율,1338.24,D
20230120,원/달러 환율,1236.0,D
20230120,원/엔 환율,962.35,D
20230120,원/유로 환율,1338.96,D
20230125,원/달러 환율,1234.4,D
20230125,원/엔 환율,948.92,D
20230125,원/유로 환율,1343.77,D
20230126,원/달러 환율,1233.4,D
20230126,원/엔 환율,953.21,D
20230126,원/유로 환율,1346.69,D
20230127,원/달러 환율,1231.4,D
20230127,원/엔 환율,946.68,D
20230127,원/유로 환율,1341.49,D
20230130,원/달러 환율,1230.2,D
20230130,원/엔 환율,947.51,D
20230130,원/유로 환율,1336.98,D
20230131,원/달러 환율,1228.7,D
20230131,원/엔 환율,942.22,D
20230131,원/유로 환율,1332.83,D
202302,기준금리,3.5,M
20230201,원/달러 환율,1230.8,D
20230201,원/엔 환율,946.15,D
20230201,원/유로 환율,1337.02,D
20230202,원/달러 환율,1231.4,D
20230202,원/엔 환율,957.06,D
20230202,원/유로 환율,1355.28,D
20230203,원/달러 환율,1219.3,D
20230203,원/엔 환율,947.47,D
20230203,원/유로 환율,1330.13,D
20230206,원/달러 환율,1227.2,D
20230206,원/엔 환율,931.18,D
20230206,원/유로 환율,1323.9,D
20230207,원/달러 환율,1247.5,D
20230207,원/엔 환율,940.34,D
20230207,원/유로 환율,1338.01,D
20230208,원/달러 환율,1256.0,D
20230208,원/엔 환율,957.94,D
20230208,원/유로 환율,1347.44,D
20230209,원/달러 환율,1257.1,D
20230209,원/엔 환율,957.32,D
20230209,원/유로 환율,1346.73,D
20230210,원/달러 환율,1263.1,D
20230210,원/엔 환율,960.79,D
20230210,원/유로 환율,1356.44,D
20230213,원/달러 환율,1264.3,D
20230213,원/엔 환율,961.48,D
20230213,원/유로 환율,1349.7,D
20230214,원/달러 환율,1274.6,D
20230214,원/엔 환율,962.43,D
20230214,원/유로 환율,1366.69,D
20230215,원/달러 환율,1269.9,D
20230215,원/엔 환율,954.06,D
20230215,원/유로 환율,1363.24,D
20230216,원/달러 환율,1279.3,D
20230216,원/엔 환율,955.27,D
20230216,원/유로 환율,1367.7,D
20230217,원/달러 환율,1283.7,D
20230217,원/엔 환율,957.16,D
20230217,원/유로 환율,1369.19,D
20230220,원/달러 환율,1297.7,D
20230220,원/엔 환율,966.34,D
20230220,원/유로 환율,1386.72,D
20230221,원/달러 환율,1295.8,D
20230221,원/엔 환율,965.07,D
20230221,원/유로 환율,1384.82,D
20230222,원/달러 환율,1295.8,D
20230222,원/엔 환율,960.07,D
20230222,원/유로 환율,1379.9,D
20230223,원/달러 환율,1303.8,D
20230223,원/엔 환율,966.67,D
20230223,원/유로 환율,1383.07,D
20230224,원/달러 환율,1299.6,D
20230224,원/엔 환율,965.78,D
20230224,원/유로 환율,1377.45,D
20230227,원/달러 환율,1300.5,D
20230227,원/엔 환율,953.69,D
20230227,원/유로 환율,1371.9,D
20230228,원/달러 환율,1317.4,D
20230228,원/엔 환율,967.36,D
20230228,원/유로 환율,1397.76,D
202303,기준금리,3.5,M
20230302,원/달러 환율,1319.2,D
20230302,원/엔 환율,969.39,D
20230302,원/유로 환율,1407.59,D
20230303,원/달러 환율,1310.4,D
20230303,원/엔 환율,958.49,D
20230303,원/유로 환율,1388.89,D
20230306,원/달러 환율,1304.8,D
20230306,원/엔 환율,960.22,D
20230306,원/유로 환율,1386.22,D
20230307,원/달러 환율,1296.7,D
20230307,원/엔 환율,954.19,D
20230307,원/유로 환율,1385.26,D
20230308,원/달러 환율,1299.1,D
20230308,원/엔 환율,946.87,D
20230308,원/유로 환율,1370.68,D
20230309,원/달러 환율,1319.5,D
20230309,원/엔 환율,961.66,D
20230309,원/유로 환율,1391.61,D
20230310,원/달러 환율,1319.7,D
20230310,원/엔 환율,969.26,D
20230310,원/유로 환율,1396.37,D
20230313,원/달러 환율,1325.7,D
20230313,원/엔 환율,988.26,D
20230313,원/유로 환율,1418.76,D
20230314,원/달러 환율,1307.3,D
20230314,원/엔 환율,980.9,D
20230314,원/유로 환율,1402.34,D
20230315,원/달러 환율,1304.9,D
20230315,원/엔 환율,971.81,D
20230315,원/유로 환율,1400.74,D
20230316,원/달러 환율,1302.0,D
20230316,원/엔 환율,977.73,D
20230316,원/유로 환율,1378.17,D
20230317,원/달러 환율,1312.1,D
20230317,원/엔 환율,983.4,D
20230317,원/유로 환율,1392.79,D
20230320,원/달러 환율,1303.6,D
20230320,원/엔 환율,987.09,D
20230320,원/유로 환율,1390.94,D
20230321,원/달러 환율,1308.4,D
20230321,원/엔 환율,996.0,D
20230321,원/유로 환율,1403.0,D
20230322,원/달러 환율,1307.8,D
20230322,원/엔 환율,988.62,D
20230322,원/유로 환율,1408.63,D
20230323,원/달러 환율,1307.1,D
20230323,원/엔 환율,994.94,D
20230323,원/유로 환율,1419.77,D
20230324,원/달러 환율,1287.2,D
20230324,원/엔 환율,984.21,D
20230324,원/유로 환율,1394.42,D
20230327,원/달러 환율,1289.7,D
20230327,원/엔 환율,986.27,D
20230327,원/유로 환율,1389.72,D
20230328,원/달러 환율,1300.3,D
20230328,원/엔 환율,989.54,D
20230328,원/유로 환율,1404.58,D
20230329,원/달러 환율,1297.4,D
20230329,원/엔 환율,991.4,D
20230329,원/유로 환율,1406.51,D
20230330,원/달러 환율,1299.3,D
20230330,원/엔 환율,979.09,D
20230330,원/유로 환율,1408.57,D
20230331,원/달러 환율,1303.8,D
20230331,원/엔 환율,981.44,D
20230331,원/유로 환율,1421.53,D
202304,기준금리,3.5,M
20230403,원/달러 환율,1295.4,D
20230403,원/엔 환율,972.71,D
20230403,원/유로 환율,1401.23,D
20230404,원/달러 환율,1316.3,D
20230404,원/엔 환율,995.27,D
20230404,원/유로 환율,1435.75,D
20230405,원/달러 환율,1310.3,D
20230405,원/엔 환율,995.03,D
20230405,원/유로 환율,1435.83,D
20230406,원/달러 환율,1311.9,D
20230406,원/엔 환율,1001.34,D
20230406,원/유로 환율,1431.22,D
20230407,원/달러 환율,1318.7,D
20230407,원/엔 환율,999.77,D
20230407,원/유로 환율,1439.62,D
20230410,원/달러 환율,1318.9,D
20230410,원/엔 환율,999.36,D
20230410,원/유로 환율,1438.79,D
20230411,원/달러 환율,1320.0,D
20230411,원/엔 환율,988.28,D
20230411,원/유로 환율,1434.31,D
20230412,원/달러 환율,1319.5,D
20230412,원/엔 환율,987.32,D
20230412,원/유로 환율,1440.37,D
20230413,원/달러 환율,1324.2,D
20230413,원/엔 환율,995.34,D
20230413,원/유로 환율,1456.09,D
20230414,원/달러 환율,1318.0,D
20230414,원/엔 환율,994.15,D
20230414,원/유로 환율,1456.39,D
20230417,원/달러 환율,1299.3,D
20230417,원/엔 환율,970.1,D
20230417,원/유로 환율,1427.48,D
20230418,원/달러 환율,1311.3,D
20230418,원/엔 환율,975.27,D
20230418,원/유로 환율,1432.73,D
20230419,원/달러 환율,1318.8,D
20230419,원/엔 환율,984.07,D
20230419,원/유로 환율,1447.38,D
20230420,원/달러 환율,1318.8,D
20230420,원/엔 환율,978.66,D
20230420,원/유로 환율,1444.42,D
20230421,원/달러 환율,1327.6,D
20230421,원/엔 환율,989.6,D
20230421,원/유로 환율,1456.05,D
20230424,원/달러 환율,1327.9,D
20230424,원/엔 환율,990.86,D
20230424,원/유로 환율,1460.03,D
20230425,원/달러 환율,1332.7,D
20230425,원/엔 환율,993.7,D
20230425,원/유로 환율,1472.9,D
20230426,원/달러 환율,1333.3,D
20230426,원/엔 환율,997.42,D
20230426,원/유로 환율,1463.3,D
20230427,원/달러 환율,1337.3,D
20230427,원/엔 환율,1001.61,D
20230427,원/유로 환율,1476.71,D
20230428,원/달러 환율,1339.9,D
20230428,원/엔 환율,1000.63,D
20230428,원/유로 환율,1477.64,D
202305,기준금리,3.5,M
20230502,원/달러 환율,1339.1,D
20230502,원/엔 환율,974.0,D
20230502,원/유로 환율,1469.33,D
20230503,원/달러 환율,1340.2,D
20230503,원/엔 환율,982.34,D
20230503,원/유로 환율,1475.56,D
20230504,원/달러 환율,1339.1,D
20230504,원/엔 환율,995.21,D
20230504,원/유로 환율,1481.71,D
20230508,원/달러 환율,1325.6,D
20230508,원/엔 환율,980.87,D
20230508,원/유로 환율,1460.41,D
20230509,원/달러 환율,1322.7,D
20230509,원/엔 환율,979.52,D
20230509,원/유로 환율,1455.04,D
20230510,원/달러 환율,1323.0,D
20230510,원/엔 환율,978.22,D
20230510,원/유로 환율,1450.8,D
20230511,원/달러 환율,1324.2,D
20230511,원/엔 환율,987.36,D
20230511,원/유로 환율,1454.7,D
20230512,원/달러 환율,1320.3,D
20230512,원/엔 환율,981.85,D
20230512,원/유로 환율,1441.24,D
20230515,원/달러 환율,1333.6,D
20230515,원/엔 환율,982.21,D
20230515,원/유로 환율,1447.09,D
20230516,원/달러 환율,1337.8,D
20230516,원/엔 환율,983.57,D
20230516,원/유로 환율,1454.79,D
20230517,원/달러 환율,1336.0,D
20230517,원/엔 환율,979.29,D
20230517,원/유로 환율,1451.16,D
20230518,원/달러 환율,1339.4,D
20230518,원/엔 환율,973.44,D
20230518,원/유로 환율,1451.64,D
20230519,원/달러 환율,1332.7,D
20230519,원/엔 환율,962.0,D
20230519,원/유로 환율,1436.12,D
20230522,원/달러 환율,1331.2,D
20230522,원/엔 환율,967.34,D
20230522,원/유로 환율,1440.69,D
20230523,원/달러 환율,1319.1,D
20230523,원/엔 환율,951.9,D
20230523,원/유로 환율,1426.01,D
20230524,원/달러 환율,1311.4,D
20230524,원/엔 환율,946.59,D
20230524,원/유로 환율,1412.77,D
20230525,원/달러 환율,1317.5,D
20230525,원/엔 환율,946.31,D
20230525,원/유로 환율,1416.97,D
20230526,원/달러 환율,1323.4,D
20230526,원/엔 환율,945.72,D
20230526,원/유로 환율,1419.48,D
20230530,원/달러 환율,1325.6,D
20230530,원/엔 환율,943.72,D
20230530,원/유로 환율,1419.45,D
20230531,원/달러 환율,1322.2,D
20230531,원/엔 환율,945.98,D
20230531,원/유로 환율,1418.99,D
202306,기준금리,3.5,M
20230601,원/달러 환율,1321.6,D
20230601,원/엔 환율,950.01,D
20230601,원/유로 환율,1413.39,D
20230602,원/달러 환율,1320.7,D
20230602,원/엔 환율,951.75,D
20230602,원/유로 환율,1421.54,D
20230605,원/달러 환율,1308.8,D
20230605,원/엔 환율,934.02,D
20230605,원/유로 환율,1400.55,D
20230607,원/달러 환율,1308.3,D
20230607,원/엔 환율,937.28,D
20230607,원/유로 환율,1398.97,D
20230608,원/달러 환율,1300.5,D
20230608,원/엔 환율,928.63,D
20230608,원/유로 환율,1391.21,D
20230609,원/달러 환율,1306.1,D
20230609,원/엔 환율,940.69,D
20230609,원/유로 환율,1408.5,D
20230612,원/달러 환율,1294.9,D
20230612,원/엔 환율,928.81,D
20230612,원/유로 환율,1391.5,D
20230613,원/달러 환율,1291.1,D
20230613,원/엔 환율,925.75,D
20230613,원/유로 환율,1389.55,D
20230614,원/달러 환율,1277.5,D
20230614,원/엔 환율,911.49,D
20230614,원/유로 환율,1378.55,D
20230615,원/달러 환율,1275.9,D
20230615,원/엔 환율,911.0,D
20230615,원/유로 환율,1382.18,D
20230616,원/달러 환율,1280.1,D
20230616,원/엔 환율,913.48,D
20230616,원/유로 환율,1401.84,D
20230619,원/달러 환율,1273.5,D
20230619,원/엔 환율,897.49,D
20230619,원/유로 환율,1393.53,D
20230620,원/달러 환율,1280.7,D
20230620,원/엔 환율,902.31,D
20230620,원/유로 환율,1398.84,D
20230621,원/달러 환율,1282.2,D
20230621,원/엔 환율,907.46,D
20230621,원/유로 환율,1400.35,D
20230622,원/달러 환율,1291.5,D
20230622,원/엔 환율,911.5,D
20230622,원/유로 환율,1419.68,D
20230623,원/달러 환율,1291.4,D
20230623,원/엔 환율,902.67,D
20230623,원/유로 환율,1414.79,D
20230626,원/달러 환율,1302.2,D
20230626,원/엔 환율,907.01,D
20230626,원/유로 환율,1419.85,D
20230627,원/달러 환율,1303.8,D
20230627,원/엔 환율,909.11,D
20230627,원/유로 환율,1422.45,D
20230628,원/달러 환율,1303.1,D
20230628,원/엔 환율,905.34,D
20230628,원/유로 환율,1427.94,D
20230629,원/달러 환율,1304.3,D
20230629,원/엔 환율,903.35,D
20230629,원/유로 환율,1423.84,D
20230630,원/달러 환율,1312.8,D
20230630,원/엔 환율,906.97,D
20230630,원/유로 환율,1426.55,D
202307,기준금리,3.5,M
20230703,원/달러 환율,1319.4,D
20230703,원/엔 환율,913.87,D
20230703,원/유로 환율,1439.47,D
20230704,원/달러 환율,1310.0,D
20230704,원/엔 환율,905.57,D
20230704,원/유로 환율,1429.8,D
20230705,원/달러 환율,1301.7,D
20230705,원/엔 환율,900.92,D
20230705,원/유로 환율,1416.38,D
20230706,원/달러 환율,1300.8,D
20230706,원/엔 환율,900.05,D
20230706,원/유로 환율,1411.89,D
20230707,원/달러 환율,1303.8,D
20230707,원/엔 환율,905.51,D
20230707,원/유로 환율,1420.36,D
20230710,원/달러 환율,1307.3,D
20230710,원/엔 환율,919.11,D
20230710,원/유로 환율,1433.39,D
20230711,원/달러 환율,1303.8,D
20230711,원/엔 환율,922.82,D
20230711,원/유로 환율,1434.44,D
20230712,원/달러 환율,1295.0,D
20230712,원/엔 환율,923.25,D
20230712,원/유로 환율,1426.12,D
20230713,원/달러 환율,1291.4,D
20230713,원/엔 환율,932.92,D
20230713,원/유로 환율,1437.97,D
20230714,원/달러 환율,1276.2,D
20230714,원/엔 환율,925.22,D
20230714,원/유로 환율,1432.66,D
20230717,원/달러 환율,1265.8,D
20230717,원/엔 환율,911.99,D
20230717,원/유로 환율,1420.92,D
20230718,원/달러 환율,1266.1,D
20230718,원/엔 환율,912.87,D
20230718,원/유로 환율,1423.1,D
20230719,원/달러 환율,1261.6,D
20230719,원/엔 환율,908.31,D
20230719,원/유로 환율,1416.97,D
20230720,원/달러 환율,1265.4,D
20230720,원/엔 환율,906.03,D
20230720,원/유로 환율,1417.63,D
20230721,원/달러 환율,1265.8,D
20230721,원/엔 환율,904.37,D
20230721,원/유로 환율,1409.66,D
20230724,원/달러 환율,1281.7,D
20230724,원/엔 환율,904.61,D
20230724,원/유로 환율,1426.4,D
20230725,원/달러 환율,1283.8,D
20230725,원/엔 환율,907.12,D
20230725,원/유로 환율,1420.14,D
20230726,원/달러 환율,1280.7,D
20230726,원/엔 환율,908.78,D
20230726,원/유로 환율,1415.37,D
20230727,원/달러 환율,1278.7,D
20230727,원/엔 환율,910.59,D
20230727,원/유로 환율,1417.38,D
20230728,원/달러 환율,1273.4,D
20230728,원/엔 환율,914.4,D
20230728,원/유로 환율,1397.94,D
20230731,원/달러 환율,1280.0,D
20230731,원/엔 환율,908.28,D
20230731,원/유로 환율,1411.33,D
202308,기준금리,3.5,M
20230801,원/달러 환율,1273.8,D
20230801,원/엔 환율,895.18,D
20230801,원/유로 환율,1401.12,D
20230802,원/달러 환율,1280.7,D
20230802,원/엔 환율,896.0,D
20230802,원/유로 환율,1409.67,D
20230803,원/달러 환율,1293.0,D
20230803,원/엔 환율,902.78,D
20230803,원/유로 환율,1415.06,D
20230804,원/달러 환율,1298.8,D
20230804,원/엔 환율,911.02,D
20230804,원/유로 환율,1422.45,D
20230807,원/달러 환율,1303.9,D
20230807,원/엔 환율,919.05,D
20230807,원/유로 환율,1434.68,D
20230808,원/달러 환율,1304.1,D
20230808,원/엔 환율,915.58,D
20230808,원/유로 환율,1434.97,D
20230809,원/달러 환율,1312.6,D
20230809,원/엔 환율,916.08,D
20230809,원/유로 환율,1437.95,D
20230810,원/달러 환율,1318.3,D
20230810,원/엔 환율,917.49,D
20230810,원/유로 환율,1446.97,D
20230811,원/달러 환율,1317.3,D
20230811,원/엔 환율,909.77,D
20230811,원/유로 환율,1446.72,D
20230814,원/달러 환율,1321.1,D
20230814,원/엔 환율,911.7,D
20230814,원/유로 환율,1445.68,D
20230816,원/달러 환율,1331.3,D
20230816,원/엔 환율,914.26,D
20230816,원/유로 환율,1451.52,D
20230817,원/달러 환율,1338.3,D
20230817,원/엔 환율,914.8,D
20230817,원/유로 환율,1455.87,D
20230818,원/달러 환율,1341.6,D
20230818,원/엔 환율,920.76,D
20230818,원/유로 환율,1458.79,D
20230821,원/달러 환율,1336.9,D
20230821,원/엔 환율,919.75,D
20230821,원/유로 환율,1453.54,D
20230822,원/달러 환율,1341.5,D
20230822,원/엔 환율,917.48,D
20230822,원/유로 환율,1461.83,D
20230823,원/달러 환율,1338.7,D
20230823,원/엔 환율,918.05,D
20230823,원/유로 환율,1452.02,D
20230824,원/달러 환율,1338.0,D
20230824,원/엔 환율,924.38,D
20230824,원/유로 환율,1453.6,D
20230825,원/달러 환율,1324.0,D
20230825,원/엔 환율,906.88,D
20230825,원/유로 환율,1429.52,D
20230828,원/달러 환율,1326.6,D
20230828,원/엔 환율,905.0,D
20230828,원/유로 환율,1431.93,D
20230829,원/달러 환율,1322.5,D
20230829,원/엔 환율,903.13,D
20230829,원/유로 환율,1431.8,D
20230830,원/달러 환율,1322.0,D
20230830,원/엔 환율,906.69,D
20230830,원/유로 환율,1438.86,D
20230831,원/달러 환율,1321.4,D
20230831,원/엔 환율,905.07,D
20230831,원/유로 환율,1444.36,D
202309,기준금리,3.5,M
20230901,원/달러 환율,1322.3,D
20230901,원/엔 환율,908.64,D
20230901,원/유로 환율,1433.77,D
20230904,원/달러 환율,1319.2,D
20230904,원/엔 환율,902.94,D
20230904,원/유로 환율,1421.64,D
20230905,원/달러 환율,1319.3,D
20230905,원/엔 환율,900.45,D
20230905,원/유로 환율,1424.25,D
20230906,원/달러 환율,1324.3,D
20230906,원/엔 환율,897.86,D
20230906,원/유로 환율,1420.44,D
20230907,원/달러 환율,1332.6,D
20230907,원/엔 환율,902.63,D
20230907,원/유로 환율,1429.08,D
20230908,원/달러 환율,1334.7,D
20230908,원/엔 환율,906.2,D
20230908,원/유로 환율,1427.6,D
20230911,원/달러 환율,1333.4,D
20230911,원/엔 환율,905.75,D
20230911,원/유로 환율,1427.94,D
20230912,원/달러 환율,1332.4,D
20230912,원/엔 환율,909.08,D
20230912,원/유로 환율,1432.46,D
20230913,원/달러 환율,1326.1,D
20230913,원/엔 환율,901.59,D
20230913,원/유로 환율,1426.35,D
20230914,원/달러 환율,1327.8,D
20230914,원/엔 환율,901.18,D
20230914,원/유로 환율,1425.06,D
20230915,원/달러 환율,1326.1,D
20230915,원/엔 환율,899.08,D
20230915,원/유로 환율,1410.84,D
20230918,원/달러 환율,1327.6,D
20230918,원/엔 환율,897.91,D
20230918,원/유로 환율,1415.75,D
20230919,원/달러 환율,1326.0,D
20230919,원/엔 환율,898.34,D
20230919,원/유로 환율,1417.76,D
20230920,원/달러 환율,1323.7,D
20230920,원/엔 환율,896.18,D
20230920,원/유로 환율,1414.11,D
20230921,원/달러 환율,1329.3,D
20230921,원/엔 환율,896.45,D
20230921,원/유로 환율,1415.97,D
20230922,원/달러 환율,1339.1,D
20230922,원/엔 환율,907.34,D
20230922,원/유로 환율,1427.61,D
20230925,원/달러 환율,1337.6,D
20230925,원/엔 환율,901.32,D
20230925,원/유로 환율,1424.34,D
20230926,원/달러 환율,1333.7,D
20230926,원/엔 환율,896.21,D
20230926,원/유로 환율,1412.92,D
20230927,원/달러 환율,1344.8,D
20230927,원/엔 환율,902.22,D
20230927,원/유로 환율,1421.72,D
202310,기준금리,3.5,M
20231004,원/달러 환율,1351.3,D
20231004,원/엔 환율,906.27,D
20231004,원/유로 환율,1414.2,D
20231005,원/달러 환율,1360.6,D
20231005,원/엔 환율,913.37,D
20231005,원/유로 환율,1429.45,D
20231006,원/달러 환율,1349.4,D
20231006,원/엔 환율,909.08,D
20231006,원/유로 환율,1423.21,D
20231010,원/달러 환율,1348.3,D
20231010,원/엔 환율,908.25,D
20231010,원/유로 환율,1425.09,D
20231011,원/달러 환율,1348.3,D
20231011,원/엔 환율,907.55,D
20231011,원/유로 환율,1430.28,D
20231012,원/달러 환율,1339.6,D
20231012,원/엔 환율,898.97,D
20231012,원/유로 환율,1423.06,D
20231013,원/달러 환율,1339.9,D
20231013,원/엔 환율,894.73,D
20231013,원/유로 환율,1411.32,D
20231016,원/달러 환율,1349.4,D
20231016,원/엔 환율,901.98,D
20231016,원/유로 환율,1419.43,D
20231017,원/달러 환율,1353.8,D
20231017,원/엔 환율,905.1,D
20231017,원/유로 환율,1429.21,D
20231018,원/달러 환율,1351.9,D
20231018,원/엔 환율,902.56,D
20231018,원/유로 환율,1429.57,D
20231019,원/달러 환율,1351.7,D
20231019,원/엔 환율,901.95,D
20231019,원/유로 환율,1424.49,D
20231020,원/달러 환율,1357.6,D
20231020,원/엔 환율,906.18,D
20231020,원/유로 환율,1436.34,D
20231023,원/달러 환율,1355.1,D
20231023,원/엔 환율,904.15,D
20231023,원/유로 환율,1435.32,D
20231024,원/달러 환율,1353.2,D
20231024,원/엔 환율,903.97,D
20231024,원/유로 환율,1443.73,D
20231025,원/달러 환율,1343.9,D
20231025,원/엔 환율,896.74,D
20231025,원/유로 환율,1423.66,D
20231026,원/달러 환율,1347.0,D
20231026,원/엔 환율,896.98,D
20231026,원/유로 환율,1422.97,D
20231027,원/달러 환율,1357.1,D
20231027,원/엔 환율,902.42,D
20231027,원/유로 환율,1433.5,D
20231030,원/달러 환율,1352.3,D
20231030,원/엔 환율,903.43,D
20231030,원/유로 환율,1428.16,D
20231031,원/달러 환율,1352.8,D
20231031,원/엔 환율,907.04,D
20231031,원/유로 환율,1435.86,D
202311,기준금리,3.5,M
20231101,원/달러 환율,1349.6,D
20231101,원/엔 환율,892.39,D
20231101,원/유로 환율,1427.88,D
20231102,원/달러 환율,1356.9,D
20231102,원/엔 환율,900.64,D
20231102,원/유로 환율,1435.46,D
20231103,원/달러 환율,1343.2,D
20231103,원/엔 환율,892.67,D
20231103,원/유로 환율,1426.08,D
20231106,원/달러 환율,1325.8,D
20231106,원/엔 환율,887.27,D
20231106,원/유로 환율,1421.85,D
20231107,원/달러 환율,1303.2,D
20231107,원/엔 환율,868.8,D
20231107,원/유로 환율,1397.16,D
20231108,원/달러 환율,1306.1,D
20231108,원/엔 환율,868.62,D
20231108,원/유로 환율,1397.27,D
20231109,원/달러 환율,1305.5,D
20231109,원/엔 환율,865.23,D
20231109,원/유로 환율,1398.06,D
20231110,원/달러 환율,1309.0,D
20231110,원/엔 환율,864.94,D
20231110,원/유로 환율,1396.31,D
20231113,원/달러 환율,1316.7,D
20231113,원/엔 환율,869.22,D
20231113,원/유로 환율,1407.42,D
20231114,원/달러 환율,1322.7,D
20231114,원/엔 환율,872.12,D
20231114,원/유로 환율,1415.29,D
20231115,원/달러 환율,1325.3,D
20231115,원/엔 환율,881.07,D
20231115,원/유로 환율,1441.99,D
20231116,원/달러 환율,1302.0,D
20231116,원/엔 환율,860.66,D
20231116,원/유로 환율,1412.54,D
20231117,원/달러 환율,1303.9,D
20231117,원/엔 환율,865.29,D
20231117,원/유로 환율,1415.25,D
20231120,원/달러 환율,1294.4,D
20231120,원/엔 환율,864.58,D
20231120,원/유로 환율,1412.26,D
20231121,원/달러 환율,1292.4,D
20231121,원/엔 환율,871.89,D
20231121,원/유로 환율,1414.4,D
20231122,원/달러 환율,1287.7,D
20231122,원/엔 환율,869.57,D
20231122,원/유로 환율,1405.46,D
20231123,원/달러 환율,1295.7,D
20231123,원/엔 환율,866.54,D
20231123,원/유로 환율,1410.69,D
20231124,원/달러 환율,1298.7,D
20231124,원/엔 환율,868.26,D
20231124,원/유로 환율,1416.23,D
20231127,원/달러 환율,1302.1,D
20231127,원/엔 환율,870.82,D
20231127,원/유로 환율,1424.76,D
20231128,원/달러 환율,1304.7,D
20231128,원/엔 환율,878.08,D
20231128,원/유로 환율,1429.49,D
20231129,원/달러 환율,1294.0,D
20231129,원/엔 환율,878.27,D
20231129,원/유로 환율,1422.88,D
20231130,원/달러 환율,1289.0,D
20231130,원/엔 환율,877.29,D
20231130,원/유로 환율,1414.16,D
202312,기준금리,3.5,M
20231201,원/달러 환율,1290.4,D
20231201,원/엔 환율,871.21,D
20231201,원/유로 환율,1405.37,D
20231204,원/달러 환율,1303.2,D
20231204,원/엔 환율,890.41,D
20231204,원/유로 환율,1418.6,D
20231205,원/달러 환율,1301.8,D
20231205,원/엔 환율,884.53,D
20231205,원/유로 환율,1410.57,D
20231206,원/달러 환율,1311.7,D
