date,indicator,value,period
20201218,원/달러 환율,1092.8,D
20201218,원/엔 환율,1059.68,D
20201218,원/유로 환율,1340.32,D
20201221,원/달러 환율,1097.9,D
20201221,원/엔 환율,1061.85,D
20201221,원/유로 환율,1343.01,D
20201222,원/달러 환율,1101.2,D
20201222,원/엔 환율,1065.66,D
20201222,원/유로 환율,1348.36,D
20201223,원/달러 환율,1106.6,D
20201223,원/엔 환율,1068.1,D
20201223,원/유로 환율,1346.46,D
20201224,원/달러 환율,1108.9,D
20201224,원/엔 환율,1070.73,D
20201224,원/유로 환율,1351.53,D
20201228,원/달러 환율,1103.7,D
20201228,원/엔 환율,1065.5,D
20201228,원/유로 환율,1345.91,D
20201229,원/달러 환율,1098.2,D
20201229,원/엔 환율,1058.4,D
20201229,원/유로 환율,1341.56,D
20201230,원/달러 환율,1093.2,D
20201230,원/엔 환율,1056.18,D
20201230,원/유로 환율,1340.1,D
20201231,원/달러 환율,1088.0,D
20201231,원/엔 환율,1054.26,D
20201231,원/유로 환율,1338.24,D
202101,기준금리,0.5,M
20210104,원/달러 환율,1088.0,D
20210104,원/엔 환율,1053.8,D
20210104,원/유로 환율,1331.39,D
20210105,원/달러 환율,1083.1,D
20210105,원/엔 환율,1050.08,D
20210105,원/유로 환율,1326.58,D
20210106,원/달러 환율,1086.1,D
20210106,원/엔 환율,1057.49,D
20210106,원/유로 환율,1335.52,D
20210107,원/달러 환율,1086.8,D
20210107,원/엔 환율,1054.48,D
20210107,원/유로 환율,1339.97,D
20210108,원/달러 환율,1087.7,D
20210108,원/엔 환율,1047.68,D
20210108,원/유로 환율,1334.66,D
20210111,원/달러 환율,1094.4,D
20210111,원/엔 환율,1052.36,D
20210111,원/유로 환율,1335.5,D
20210112,원/달러 환율,1097.8,D
20210112,원/엔 환율,1053.5,D
20210112,원/유로 환율,1334.16,D
20210113,원/달러 환율,1099.9,D
20210113,원/엔 환율,1059.68,D
20210113,원/유로 환율,1342.48,D
20210114,원/달러 환율,1095.0,D
20210114,원/엔 환율,1054.25,D
20210114,원/유로 환율,1331.19,D
20210115,원/달러 환율,1100.3,D
20210115,원/엔 환율,1059.97,D
20210115,원/유로 환율,1337.41,D
20210118,원/달러 환율,1097.9,D
20210118,원/엔 환율,1057.35,D
20210118,원/유로 환율,1326.32,D
20210119,원/달러 환율,1104.4,D
20210119,원/엔 환율,1065.15,D
20210119,원/유로 환율,1333.62,D
20210120,원/달러 환율,1102.1,D
20210120,원/엔 환율,1060.78,D
20210120,원/유로 환율,1337.34,D
20210121,원/달러 환율,1100.0,D
20210121,원/엔 환율,1062.39,D
20210121,원/유로 환율,1332.65,D
20210122,원/달러 환율,1099.2,D
20210122,원/엔 환율,1062.13,D
20210122,원/유로 환율,1337.67,D
20210125,원/달러 환율,1102.3,D
20210125,원/엔 환율,1061.79,D
20210125,원/유로 환율,1341.28,D
20210126,원/달러 환율,1103.2,D
20210126,원/엔 환율,1063.27,D
20210126,원/유로 환율,1339.62,D
20210127,원/달러 환율,1103.0,D
20210127,원/엔 환율,1064.36,D
20210127,원/유로 환율,1341.41,D
20210128,원/달러 환율,1104.0,D
20210128,원/엔 환율,1060.57,D
20210128,원/유로 환율,1336.39,D
20210129,원/달러 환율,1114.6,D
20210129,원/엔 환율,1069.26,D
20210129,원/유로 환율,1351.12,D
202102,기준금리,0.5,M
20210201,원/달러 환율,1117.2,D
20210201,원/엔 환율,1066.13,D
20210201,원/유로 환율,1354.27,D
20210202,원/달러 환율,1118.0,D
20210202,원/엔 환율,1065.42,D
20210202,원/유로 환율,1348.59,D
20210203,원/달러 환율,1116.6,D
20210203,원/엔 환율,1063.18,D
20210203,원/유로 환율,1344.78,D
20210204,원/달러 환율,1114.0,D
20210204,원/엔 환율,1060.8,D
20210204,원/유로 환율,1341.2,D
20210205,원/달러 환율,1116.7,D
20210205,원/엔 환율,1057.73,D
20210205,원/유로 환율,1336.24,D
20210208,원/달러 환율,1124.0,D
20210208,원/엔 환율,1066.31,D
20210208,원/유로 환율,1354.14,D
20210209,원/달러 환율,1119.1,D
20210209,원/엔 환율,1063.53,D
20210209,원/유로 환율,1348.35,D
20210210,원/달러 환율,1116.0,D
20210210,원/엔 환율,1067.23,D
20210210,원/유로 환율,1352.26,D
20210215,원/달러 환율,1110.1,D
20210215,원/엔 환율,1057.49,D
20210215,원/유로 환율,1345.77,D
20210216,원/달러 환율,1103.1,D
20210216,원/엔 환율,1047.13,D
20210216,원/유로 환율,1337.95,D
20210217,원/달러 환율,1099.7,D
20210217,원/엔 환율,1035.45,D
20210217,원/유로 환율,1329.54,D
20210218,원/달러 환율,1107.7,D
20210218,원/엔 환율,1046.23,D
20210218,원/유로 환율,1333.95,D
20210219,원/달러 환율,1105.7,D
20210219,원/엔 환율,1046.22,D
20210219,원/유로 환율,1337.29,D
20210222,원/달러 환율,1107.1,D
20210222,원/엔 환율,1049.04,D
20210222,원/유로 환율,1342.25,D
20210223,원/달러 환율,1106.5,D
20210223,원/엔 환율,1053.81,D
20210223,원/유로 환율,1345.89,D
20210224,원/달러 환율,1110.8,D
20210224,원/엔 환율,1055.44,D
20210224,원/유로 환율,1349.68,D
20210225,원/달러 환율,1110.2,D
20210225,원/엔 환율,1048.3,D
20210225,원/유로 환율,1350.78,D
20210226,원/달러 환율,1108.4,D
20210226,원/엔 환율,1043.15,D
20210226,원/유로 환율,1349.86,D
202103,기준금리,0.5,M
20210302,원/달러 환율,1121.8,D
20210302,원/엔 환율,1050.62,D
20210302,원/유로 환율,1351.66,D
20210303,원/달러 환율,1121.3,D
20210303,원/엔 환율,1050.64,D
20210303,원/유로 환율,1355.32,D
20210304,원/달러 환율,1122.9,D
20210304,원/엔 환율,1049.0,D
20210304,원/유로 환율,1354.5,D
20210305,원/달러 환율,1126.2,D
20210305,원/엔 환율,1042.83,D
20210305,원/유로 환율,1347.5,D
20210308,원/달러 환율,1129.4,D
20210308,원/엔 환율,1042.12,D
20210308,원/유로 환율,1346.98,D
20210309,원/달러 환율,1131.3,D
20210309,원/엔 환율,1038.37,D
20210309,원/유로 환율,1340.65,D
20210310,원/달러 환율,1141.1,D
20210310,원/엔 환율,1051.08,D
20210310,원/유로 환율,1358.02,D
20210311,원/달러 환율,1140.7,D
20210311,원/엔 환율,1051.97,D
20210311,원/유로 환율,1360.57,D
20210312,원/달러 환율,1137.3,D
20210312,원/엔 환율,1047.58,D
20210312,원/유로 환율,1362.94,D
20210315,원/달러 환율,1130.7,D
20210315,원/엔 환율,1036.15,D
20210315,원/유로 환율,1351.41,D
20210316,원/달러 환율,1135.9,D
20210316,원/엔 환율,1040.82,D
20210316,원/유로 환율,1354.67,D
20210317,원/달러 환율,1132.5,D
20210317,원/엔 환율,1039.04,D
20210317,원/유로 환율,1348.13,D
20210318,원/달러 환율,1131.8,D
20210318,원/엔 환율,1039.92,D
20210318,원/유로 환율,1356.12,D
20210319,원/달러 환율,1123.7,D
20210319,원/엔 환율,1031.34,D
20210319,원/유로 환율,1339.06,D
20210322,원/달러 환율,1131.8,D
20210322,원/엔 환율,1039.4,D
20210322,원/유로 환율,1345.65,D
20210323,원/달러 환율,1131.3,D
20210323,원/엔 환율,1039.85,D
20210323,원/유로 환율,1350.21,D
20210324,원/달러 환율,1128.0,D
20210324,원/엔 환율,1038.48,D
20210324,원/유로 환율,1336.29,D
20210325,원/달러 환율,1133.5,D
20210325,원/엔 환율,1042.44,D
20210325,원/유로 환율,1339.12,D
20210326,원/달러 환율,1134.2,D
20210326,원/엔 환율,1038.98,D
20210326,원/유로 환율,1335.35,D
20210329,원/달러 환율,1131.8,D
20210329,원/엔 환율,1030.92,D
20210329,원/유로 환율,1334.28,D
20210330,원/달러 환율,1131.7,D
20210330,원/엔 환율,1030.04,D
20210330,원/유로 환율,1331.56,D
20210331,원/달러 환율,1133.5,D
20210331,원/엔 환율,1027.33,D
20210331,원/유로 환율,1328.29,D
202104,기준금리,0.5,M
20210401,원/달러 환율,1132.6,D
20210401,원/엔 환율,1022.25,D
20210401,원/유로 환율,1327.97,D
20210402,원/달러 환율,1129.3,D
20210402,원/엔 환율,1020.88,D
20210402,원/유로 환율,1330.15,D
20210405,원/달러 환율,1127.5,D
20210405,원/엔 환율,1018.47,D
20210405,원/유로 환율,1326.22,D
20210406,원/달러 환율,1127.8,D
20210406,원/엔 환율,1023.41,D
20210406,원/유로 환율,1332.5,D
20210407,원/달러 환율,1122.9,D
20210407,원/엔 환율,1023.0,D
20210407,원/유로 환율,1333.16,D
20210408,원/달러 환율,1116.4,D
20210408,원/엔 환율,1016.25,D
20210408,원/유로 환율,1325.17,D
20210409,원/달러 환율,1118.5,D
20210409,원/엔 환율,1023.0,D
20210409,원/유로 환율,1332.69,D
20210412,원/달러 환율,1117.2,D
20210412,원/엔 환율,1018.09,D
20210412,원/유로 환율,1329.47,D
20210413,원/달러 환율,1124.3,D
20210413,원/엔 환율,1027.74,D
20210413,원/유로 환율,1339.27,D
20210414,원/달러 환율,1126.1,D
20210414,원/엔 환율,1032.98,D
20210414,원/유로 환율,1346.08,D
20210415,원/달러 환율,1119.9,D
20210415,원/엔 환율,1027.86,D
20210415,원/유로 환율,1341.7,D
20210416,원/달러 환율,1117.6,D
20210416,원/엔 환율,1027.73,D
20210416,원/유로 환율,1337.43,D
20210419,원/달러 환율,1117.9,D
20210419,원/엔 환율,1027.81,D
20210419,원/유로 환율,1338.18,D
20210420,원/달러 환율,1118.2,D
20210420,원/엔 환율,1033.89,D
20210420,원/유로 환율,1346.31,D
20210421,원/달러 환율,1113.4,D
20210421,원/엔 환율,1030.12,D
20210421,원/유로 환율,1339.64,D
20210422,원/달러 환율,1117.4,D
20210422,원/엔 환율,1034.44,D
20210422,원/유로 환율,1344.96,D
20210423,원/달러 환율,1116.3,D
20210423,원/엔 환율,1033.75,D
20210423,원/유로 환율,1341.4,D
20210426,원/달러 환율,1118.9,D
20210426,원/엔 환율,1037.03,D
20210426,원/유로 환율,1353.14,D
20210427,원/달러 환율,1114.0,D
20210427,원/엔 환율,1029.62,D
20210427,원/유로 환율,1345.93,D
20210428,원/달러 환율,1110.8,D
20210428,원/엔 환율,1021.38,D
20210428,원/유로 환율,1342.96,D
20210429,원/달러 환율,1112.5,D
20210429,원/엔 환율,1024.92,D
20210429,원/유로 환율,1349.69,D
20210430,원/달러 환율,1107.4,D
20210430,원/엔 환율,1016.9,D
20210430,원/유로 환율,1342.33,D
202105,기준금리,0.5,M
20210503,원/달러 환율,1109.6,D
20210503,원/엔 환율,1015.05,D
20210503,원/유로 환율,1334.63,D
20210504,원/달러 환율,1119.3,D
20210504,원/엔 환율,1026.27,D
20210504,원/유로 환율,1349.76,D
20210506,원/달러 환율,1121.1,D
20210506,원/엔 환율,1026.51,D
20210506,원/유로 환율,1345.99,D
20210507,원/달러 환율,1125.5,D
20210507,원/엔 환율,1032.05,D
20210507,원/유로 환율,1357.63,D
20210510,원/달러 환율,1121.4,D
20210510,원/엔 환율,1033.12,D
20210510,원/유로 환율,1364.8,D
20210511,원/달러 환율,1114.6,D
20210511,원/엔 환율,1024.21,D
20210511,원/유로 환율,1353.07,D
20210512,원/달러 환율,1119.1,D
20210512,원/엔 환율,1029.96,D
20210512,원/유로 환율,1359.2,D
20210513,원/달러 환율,1123.5,D
20210513,원/엔 환율,1024.48,D
20210513,원/유로 환율,1356.68,D
20210514,원/달러 환율,1130.6,D
20210514,원/엔 환율,1032.75,D
20210514,원/유로 환율,1365.6,D
20210517,원/달러 환율,1129.5,D
20210517,원/엔 환율,1032.5,D
20210517,원/유로 환율,1371.95,D
20210518,원/달러 환율,1133.0,D
20210518,원/엔 환율,1037.59,D
20210518,원/유로 환율,1376.99,D
20210520,원/달러 환율,1133.1,D
20210520,원/엔 환율,1037.4,D
20210520,원/유로 환율,1379.66,D
20210521,원/달러 환율,1132.2,D
20210521,원/엔 환율,1040.48,D
20210521,원/유로 환율,1384.28,D
20210524,원/달러 환율,1126.9,D
20210524,원/엔 환율,1034.57,D
20210524,원/유로 환율,1372.9,D
20210525,원/달러 환율,1127.6,D
20210525,원/엔 환율,1036.25,D
20210525,원/유로 환율,1377.42,D
20210526,원/달러 환율,1122.8,D
20210526,원/엔 환율,1032.13,D
20210526,원/유로 환율,1375.6,D
20210527,원/달러 환율,1118.6,D
20210527,원/엔 환율,1024.88,D
20210527,원/유로 환율,1364.08,D
20210528,원/달러 환율,1118.0,D
20210528,원/엔 환율,1017.71,D
20210528,원/유로 환율,1363.12,D
20210531,원/달러 환율,1116.0,D
20210531,원/엔 환율,1015.7,D
20210531,원/유로 환율,1360.91,D
202106,기준금리,0.5,M
20210601,원/달러 환율,1113.5,D
20210601,원/엔 환율,1016.62,D
20210601,원/유로 환율,1361.75,D
20210602,원/달러 환율,1107.0,D
20210602,원/엔 환율,1011.19,D
20210602,원/유로 환율,1352.15,D
20210603,원/달러 환율,1110.3,D
20210603,원/엔 환율,1013.19,D
20210603,원/유로 환율,1355.73,D
20210604,원/달러 환율,1111.8,D
20210604,원/엔 환율,1008.02,D
20210604,원/유로 환율,1348.61,D
20210607,원/달러 환율,1117.5,D
20210607,원/엔 환율,1019.71,D
20210607,원/유로 환율,1359.33,D
20210608,원/달러 환율,1111.2,D
20210608,원/엔 환율,1016.88,D
20210608,원/유로 환율,1354.61,D
20210609,원/달러 환율,1113.7,D
20210609,원/엔 환율,1017.12,D
20210609,원/유로 환율,1355.6,D
20210610,원/달러 환율,1115.8,D
20210610,원/엔 환율,1017.74,D
20210610,원/유로 환율,1358.77,D
20210611,원/달러 환율,1115.0,D
20210611,원/엔 환율,1019.62,D
20210611,원/유로 환율,1357.46,D
20210614,원/달러 환율,1111.2,D
20210614,원/엔 환율,1012.9,D
20210614,원/유로 환율,1345.72,D
20210615,원/달러 환율,1116.4,D
20210615,원/엔 환율,1014.31,D
20210615,원/유로 환율,1353.19,D
20210616,원/달러 환율,1117.8,D
20210616,원/엔 환율,1015.63,D
20210616,원/유로 환율,1355.5,D
20210617,원/달러 환율,1117.7,D
20210617,원/엔 환율,1009.44,D
20210617,원/유로 환율,1340.51,D
20210618,원/달러 환율,1129.5,D
20210618,원/엔 환율,1024.26,D
20210618,원/유로 환율,1345.52,D
20210621,원/달러 환율,1132.2,D
20210621,원/엔 환율,1027.54,D
20210621,원/유로 환율,1343.98,D
20210622,원/달러 환율,1135.4,D
20210622,원/엔 환율,1029.05,D
20210622,원/유로 환율,1352.43,D
20210623,원/달러 환율,1132.4,D
20210623,원/엔 환율,1023.41,D
20210623,원/유로 환율,1352.31,D
20210624,원/달러 환율,1135.6,D
20210624,원/엔 환율,1023.39,D
20210624,원/유로 환율,1354.83,D
20210625,원/달러 환율,1135.8,D
20210625,원/엔 환율,1024.4,D
20210625,원/유로 환율,1355.12,D
20210628,원/달러 환율,1128.8,D
20210628,원/엔 환율,1018.82,D
20210628,원/유로 환율,1347.67,D
20210629,원/달러 환율,1129.9,D
20210629,원/엔 환율,1021.56,D
20210629,원/유로 환율,1347.46,D
20210630,원/달러 환율,1130.0,D
20210630,원/엔 환율,1022.12,D
20210630,원/유로 환율,1344.42,D
202107,기준금리,0.5,M
20210701,원/달러 환율,1129.5,D
20210701,원/엔 환율,1016.65,D
20210701,원/유로 환율,1339.47,D
20210702,원/달러 환율,1132.2,D
20210702,원/엔 환율,1014.93,D
20210702,원/유로 환율,1341.15,D
20210705,원/달러 환율,1134.5,D
20210705,원/엔 환율,1020.92,D
20210705,원/유로 환율,1345.63,D
20210706,원/달러 환율,1130.3,D
20210706,원/엔 환율,1018.84,D
20210706,원/유로 환율,1340.99,D
20210707,원/달러 환율,1131.8,D
20210707,원/엔 환율,1023.0,D
20210707,원/유로 환율,1337.9,D
20210708,원/달러 환율,1137.6,D
20210708,원/엔 환율,1028.48,D
20210708,원/유로 환율,1341.97,D
20210709,원/달러 환율,1143.4,D
20210709,원/엔 환율,1041.21,D
20210709,원/유로 환율,1354.24,D
20210712,원/달러 환율,1148.3,D
20210712,원/엔 환율,1042.35,D
20210712,원/유로 환율,1363.61,D
20210713,원/달러 환율,1146.4,D
20210713,원/엔 환율,1039.02,D
20210713,원/유로 환율,1360.03,D
20210714,원/달러 환율,1145.1,D
20210714,원/엔 환율,1035.4,D
20210714,원/유로 환율,1348.76,D
20210715,원/달러 환율,1150.3,D
20210715,원/엔 환율,1045.87,D
20210715,원/유로 환율,1361.61,D
20210716,원/달러 환율,1143.7,D
20210716,원/엔 환율,1041.48,D
20210716,원/유로 환율,1351.11,D
20210719,원/달러 환율,1141.1,D
20210719,원/엔 환율,1037.6,D
20210719,원/유로 환율,1347.81,D
20210720,원/달러 환율,1145.7,D
20210720,원/엔 환율,1046.25,D
20210720,원/유로 환율,1351.24,D
20210721,원/달러 환율,1151.0,D
20210721,원/엔 환율,1047.41,D
20210721,원/유로 환율,1355.99,D
20210722,원/달러 환율,1150.6,D
20210722,원/엔 환율,1043.3,D
20210722,원/유로 환율,1356.73,D
20210723,원/달러 환율,1151.0,D
20210723,원/엔 환율,1044.99,D
20210723,원/유로 환율,1355.13,D
20210726,원/달러 환율,1149.5,D
20210726,원/엔 환율,1039.85,D
20210726,원/유로 환율,1353.42,D
20210727,원/달러 환율,1153.2,D
20210727,원/엔 환율,1044.9,D
20210727,원/유로 환율,1361.06,D
20210728,원/달러 환율,1150.2,D
20210728,원/엔 환율,1047.68,D
20210728,원/유로 환율,1359.36,D
20210729,원/달러 환율,1154.8,D
20210729,원/엔 환율,1050.82,D
20210729,원/유로 환율,1367.92,D
20210730,원/달러 환율,1147.4,D
20210730,원/엔 환율,1048.48,D
20210730,원/유로 환율,1364.6,D
202108,기준금리,0.75,M
20210802,원/달러 환율,1147.5,D
20210802,원/엔 환율,1045.61,D
20210802,원/유로 환율,1361.57,D
20210803,원/달러 환율,1151.5,D
20210803,원/엔 환율,1053.28,D
20210803,원/유로 환율,1367.23,D
20210804,원/달러 환율,1150.7,D
20210804,원/엔 환율,1055.64,D
20210804,원/유로 환율,1365.77,D
20210805,원/달러 환율,1145.8,D
20210805,원/엔 환율,1046.54,D
20210805,원/유로 환율,1356.34,D
20210806,원/달러 환율,1143.5,D
20210806,원/엔 환율,1041.68,D
20210806,원/유로 환율,1353.22,D
20210809,원/달러 환율,1142.3,D
20210809,원/엔 환율,1035.96,D
20210809,원/유로 환율,1341.92,D
20210810,원/달러 환율,1145.0,D
20210810,원/엔 환율,1037.84,D
20210810,원/유로 환율,1343.71,D
20210811,원/달러 환율,1148.5,D
20210811,원/엔 환율,1038.76,D
20210811,원/유로 환율,1346.04,D
20210812,원/달러 환율,1155.0,D
20210812,원/엔 환율,1045.96,D
20210812,원/유로 환율,1355.97,D
20210813,원/달러 환율,1158.9,D
20210813,원/엔 환율,1049.82,D
20210813,원/유로 환율,1360.32,D
20210817,원/달러 환율,1167.8,D
20210817,원/엔 환율,1068.97,D
20210817,원/유로 환율,1375.67,D
20210818,원/달러 환율,1174.9,D
20210818,원/엔 환율,1071.94,D
20210818,원/유로 환율,1375.46,D
20210819,원/달러 환율,1172.7,D
20210819,원/엔 환율,1068.08,D
20210819,원/유로 환율,1373.76,D
20210820,원/달러 환율,1174.5,D
20210820,원/엔 환율,1069.92,D
20210820,원/유로 환율,1371.52,D
20210823,원/달러 환율,1176.7,D
20210823,원/엔 환율,1070.94,D
20210823,원/유로 환율,1376.03,D
20210824,원/달러 환율,1174.0,D
20210824,원/엔 환율,1070.34,D
20210824,원/유로 환율,1379.04,D
20210825,원/달러 환율,1168.0,D
20210825,원/엔 환율,1064.77,D
20210825,원/유로 환율,1373.16,D
20210826,원/달러 환율,1166.5,D
20210826,원/엔 환율,1060.31,D
20210826,원/유로 환율,1373.09,D
20210827,원/달러 환율,1168.1,D
20210827,원/엔 환율,1061.47,D
20210827,원/유로 환율,1373.39,D
20210830,원/달러 환율,1170.8,D
20210830,원/엔 환율,1065.87,D
20210830,원/유로 환율,1381.31,D
20210831,원/달러 환율,1164.4,D
20210831,원/엔 환율,1058.88,D
20210831,원/유로 환율,1373.7,D
202109,기준금리,0.75,M
20210901,원/달러 환율,1162.8,D
20210901,원/엔 환율,1057.04,D
20210901,원/유로 환율,1373.27,D
20210902,원/달러 환율,1157.5,D
20210902,원/엔 환율,1051.84,D
20210902,원/유로 환율,1370.77,D
20210903,원/달러 환율,1159.7,D
20210903,원/엔 환율,1054.7,D
20210903,원/유로 환율,1377.09,D
20210906,원/달러 환율,1156.4,D
20210906,원/엔 환율,1053.72,D
20210906,원/유로 환율,1374.03,D
20210907,원/달러 환율,1157.3,D
20210907,원/엔 환율,1053.67,D
20210907,원/유로 환율,1373.89,D
20210908,원/달러 환율,1157.9,D
20210908,원/엔 환율,1049.82,D
20210908,원/유로 환율,1371.24,D
20210909,원/달러 환율,1164.5,D
20210909,원/엔 환율,1056.28,D
20210909,원/유로 환율,1376.21,D
20210910,원/달러 환율,1170.1,D
20210910,원/엔 환율,1065.81,D
20210910,원/유로 환율,1383.35,D
20210913,원/달러 환율,1170.4,D
20210913,원/엔 환율,1065.36,D
20210913,원/유로 환율,1382.48,D
20210914,원/달러 환율,1174.3,D
20210914,원/엔 환율,1067.4,D
20210914,원/유로 환율,1386.85,D
20210915,원/달러 환율,1172.2,D
20210915,원/엔 환율,1068.4,D
20210915,원/유로 환율,1383.37,D
20210916,원/달러 환율,1171.7,D
20210916,원/엔 환율,1071.66,D
20210916,원/유로 환율,1384.77,D
20210917,원/달러 환율,1169.1,D
20210917,원/엔 환율,1065.58,D
20210917,원/유로 환율,1375.56,D
20210923,원/달러 환율,1177.6,D
20210923,원/엔 환율,1072.64,D
20210923,원/유로 환율,1377.09,D
20210924,원/달러 환율,1181.7,D
20210924,원/엔 환율,1071.45,D
20210924,원/유로 환율,1387.55,D
20210927,원/달러 환율,1175.3,D
20210927,원/엔 환율,1060.79,D
20210927,원/유로 환율,1377.45,D
20210928,원/달러 환율,1175.9,D
20210928,원/엔 환율,1059.37,D
20210928,원/유로 환율,1375.16,D
20210929,원/달러 환율,1182.0,D
20210929,원/엔 환율,1059.38,D
20210929,원/유로 환율,1381.23,D
20210930,원/달러 환율,1184.9,D
20210930,원/엔 환율,1058.18,D
20210930,원/유로 환율,1374.31,D
202110,기준금리,0.75,M
20211001,원/달러 환율,1185.2,D
20211001,원/엔 환율,1064.06,D
20211001,원/유로 환율,1372.28,D
20211005,원/달러 환율,1187.2,D
20211005,원/엔 환율,1069.98,D
20211005,원/유로 환율,1379.23,D
20211006,원/달러 환율,1187.1,D
20211006,원/엔 환율,1064.81,D
20211006,원/유로 환율,1376.74,D
20211007,원/달러 환율,1190.0,D
20211007,원/엔 환율,1067.98,D
20211007,원/유로 환율,1374.93,D
20211008,원/달러 환율,1190.3,D
20211008,원/엔 환율,1066.05,D
20211008,원/유로 환율,1375.45,D
20211012,원/달러 환율,1193.4,D
20211012,원/엔 환율,1052.38,D
20211012,원/유로 환율,1378.2,D
20211013,원/달러 환율,1199.1,D
20211013,원/엔 환율,1055.82,D
20211013,원/유로 환율,1382.86,D
20211014,원/달러 환율,1195.0,D
20211014,원/엔 환율,1055.14,D
20211014,원/유로 환율,1385.96,D
20211015,원/달러 환율,1188.3,D
20211015,원/엔 환율,1044.71,D
20211015,원/유로 환율,1378.19,D
20211018,원/달러 환율,1182.8,D
20211018,원/엔 환율,1034.59,D
20211018,원/유로 환율,1371.99,D
20211019,원/달러 환율,1185.8,D
20211019,원/엔 환율,1037.4,D
20211019,원/유로 환율,1376.77,D
20211020,원/달러 환율,1181.7,D
20211020,원/엔 환율,1032.73,D
20211020,원/유로 환율,1374.97,D
20211021,원/달러 환율,1175.6,D
20211021,원/엔 환율,1027.85,D
20211021,원/유로 환율,1369.87,D
20211022,원/달러 환율,1175.8,D
20211022,원/엔 환율,1031.72,D
20211022,원/유로 환율,1366.75,D
20211025,원/달러 환율,1178.4,D
20211025,원/엔 환율,1037.92,D
20211025,원/유로 환율,1372.07,D
20211026,원/달러 환율,1171.8,D
20211026,원/엔 환율,1030.38,D
20211026,원/유로 환율,1360.17,D
20211027,원/달러 환율,1166.3,D
20211027,원/엔 환율,1021.41,D
20211027,원/유로 환율,1352.27,D
20211028,원/달러 환율,1168.1,D
20211028,원/엔 환율,1026.63,D
20211028,원/유로 환율,1355.05,D
20211029,원/달러 환율,1171.7,D
20211029,원/엔 환율,1031.65,D
20211029,원/유로 환율,1368.78,D
202111,기준금리,1.0,M
20211101,원/달러 환율,1169.6,D
20211101,원/엔 환율,1024.84,D
20211101,원/유로 환율,1352.12,D
20211102,원/달러 환율,1176.3,D
20211102,원/엔 환율,1031.25,D
20211102,원/유로 환율,1364.8,D
20211103,원/달러 환율,1175.5,D
20211103,원/엔 환율,1031.28,D
20211103,원/유로 환율,1361.05,D
20211104,원/달러 환율,1181.1,D
20211104,원/엔 환율,1035.78,D
20211104,원/유로 환율,1371.61,D
20211105,원/달러 환율,1180.0,D
20211105,원/엔 환율,1036.54,D
20211105,원/유로 환율,1363.14,D
20211108,원/달러 환율,1185.2,D
20211108,원/엔 환율,1044.83,D
20211108,원/유로 환율,1370.86,D
20211109,원/달러 환율,1184.3,D
20211109,원/엔 환율,1045.79,D
20211109,원/유로 환율,1372.31,D
20211110,원/달러 환율,1178.4,D
20211110,원/엔 환율,1043.52,D
20211110,원/유로 환율,1366.12,D
20211111,원/달러 환율,1181.0,D
20211111,원/엔 환율,1037.01,D
20211111,원/유로 환율,1355.73,D
20211112,원/달러 환율,1184.7,D
20211112,원/엔 환율,1038.8,D
20211112,원/유로 환율,1356.19,D
20211115,원/달러 환율,1179.6,D
20211115,원/엔 환율,1034.78,D
20211115,원/유로 환율,1349.88,D
20211116,원/달러 환율,1180.2,D
20211116,원/엔 환율,1034.22,D
20211116,원/유로 환율,1342.01,D
20211117,원/달러 환율,1179.6,D
20211117,원/엔 환율,1027.03,D
20211117,원/유로 환율,1335.07,D
20211118,원/달러 환율,1183.6,D
20211118,원/엔 환율,1036.34,D
20211118,원/유로 환율,1339.54,D
20211119,원/달러 환율,1180.5,D
20211119,원/엔 환율,1033.31,D
20211119,원/유로 환율,1342.52,D
20211122,원/달러 환율,1183.5,D
20211122,원/엔 환율,1037.57,D
20211122,원/유로 환율,1335.28,D
20211123,원/달러 환율,1187.4,D
20211123,원/엔 환율,1033.92,D
20211123,원/유로 환율,1334.52,D
20211124,원/달러 환율,1188.9,D
20211124,원/엔 환율,1032.79,D
20211124,원/유로 환율,1337.22,D
20211125,원/달러 환율,1188.5,D
20211125,원/엔 환율,1029.54,D
20211125,원/유로 환율,1331.3,D
20211126,원/달러 환율,1189.7,D
20211126,원/엔 환율,1031.79,D
20211126,원/유로 환율,1333.53,D
20211129,원/달러 환율,1193.0,D
20211129,원/엔 환율,1049.53,D
20211129,원/유로 환율,1347.14,D
20211130,원/달러 환율,1193.4,D
20211130,원/엔 환율,1049.56,D
20211130,원/유로 환율,1347.59,D
202112,기준금리,1.0,M
20211201,원/달러 환율,1187.7,D
20211201,원/엔 환율,1049.16,D
20211201,원/유로 환율,1346.79,D
20211202,원/달러 환율,1180.3,D
20211202,원/엔 환율,1045.81,D
20211202,원/유로 환율,1336.22,D
20211203,원/달러 환율,1177.3,D
20211203,원/엔 환율,1039.97,D
20211203,원/유로 환율,1330.41,D
20211206,원/달러 환율,1178.6,D
20211206,원/엔 환율,1042.69,D
20211206,원/유로 환율,1332.29,D
20211207,원/달러 환율,1183.7,D
20211207,원/엔 환율,1043.23,D
20211207,원/유로 환율,1335.63,D
20211208,원/달러 환율,1181.2,D
20211208,원/엔 환율,1040.48,D
20211208,원/유로 환율,1331.15,D
20211209,원/달러 환율,1176.4,D
20211209,원/엔 환율,1034.43,D
20211209,원/유로 환율,1334.33,D
20211210,원/달러 환율,1173.8,D
