timestamp,name,ticker,close,open,high,low,volume
2025-11-09 20:00:03,코스닥,^KQ11,876.8099975585938,882.9400024414062,894.8300170898438,864.6699829101562,1000,success
2025-11-09 20:00:03,KODEX200,069500.KS,55945.0,55945.0,57135.0,54975.0,22145410,success
2025-11-09 20:00:03,삼성전자,005930.KS,97900.0,96400.0,100300.0,96300.0,22908083,success
2025-11-09 20:00:03,SK하이닉스,000660.KS,580000.0,577000.0,599000.0,565000.0,4789397,success
2025-11-10 08:00:03,코스피,^KS11,3953.760009765625,3963.719970703125,4037.610107421875,3887.320068359375,377100,success
2025-11-10 08:00:03,코스닥,^KQ11,876.8099975585938,882.9400024414062,894.8300170898438,864.6699829101562,1000,success
2025-11-10 08:00:03,KODEX200,069500.KS,55945.0,55945.0,57135.0,54975.0,22145410,success
2025-11-10 08:00:04,삼성전자,005930.KS,97900.0,96400.0,100300.0,96300.0,22908083,success
2025-11-10 08:00:04,SK하이닉스,000660.KS,580000.0,577000.0,599000.0,565000.0,4789397,success
2025-11-10 20:00:03,코스피,^KS11,4073.239990234375,3991.8701171875,4092.909912109375,3984.239990234375,339514,success
2025-11-10 20:00:03,코스닥,^KQ11,888.3499755859375,882.4400024414062,889.0800170898438,872.1300048828125,727290,success
2025-11-10 20:00:03,KODEX200,069500.KS,57655.0,56510.0,58000.0,56355.0,13611878,success
2025-11-10 20:00:04,삼성전자,005930.KS,100600.0,98600.0,101000.0,97900.0,25095344,success
2025-11-10 20:00:04,SK하이닉스,000660.KS,606000.0,584000.0,615000.0,581000.0,5124868,success
2025-11-11 08:00:03,코스피,^KS11,4073.239990234375,0.0,0.0,0.0,0,success
2025-11-11 08:00:03,코스닥,^KQ11,888.3499755859375,0.0,0.0,0.0,0,success
2025-11-11 08:00:04,KODEX200,069500.KS,57655.0,56510.0,58000.0,56355.0,13611870,success
2025-11-11 08:00:04,삼성전자,005930.KS,100600.0,98600.0,101000.0,97900.0,23842327,success
2025-11-11 08:00:04,SK하이닉스,000660.KS,606000.0,584000.0,615000.0,581000.0,4893645,success
2025-11-11 20:00:03,코스피,^KS11,4106.39013671875,4124.2998046875,4187.4599609375,4066.580078125,377554,success
2025-11-11 20:00:03,코스닥,^KQ11,884.27001953125,893.9099731445312,903.0900268554688,876.5599975585938,966121,success
2025-11-11 20:00:04,KODEX200,069500.KS,58195.0,58450.0,59530.0,57660.0,18535780,success
