date,name,ticker,open,high,low,close,volume
2020-01-02,CGV,079160.KS,21702.10546875,21733.2421875,21203.921875,21421.876953125,95002
2020-01-02,CJ ENM,035760.KS,155157.03865078726,155254.4379217545,147072.89916050772,151553.265625,125376
2020-01-02,DIA,DIA,257.18374899617095,259.1500701572903,256.9233611865486,259.1410827636719,3865500
2020-01-02,GLD,GLD,143.86000061035156,144.2100067138672,143.39999389648438,143.9499969482422,7733800
2020-01-02,JYP Ent.,035900.KS,23482.372487681536,23530.889786209802,22851.647606814055,23385.337890625,378735
2020-01-02,KB금융,105560.KS,36017.593984962405,36170.04940923738,35407.77228786251,35484.0,1033855
2020-01-02,KODEX200,069500.KS,26227.51411301014,26293.511883802817,25879.925853502038,25928.32421875,4789254
2020-01-02,NAVER,035420.KS,184128.57983732878,184619.58938356166,178727.47482876712,179218.484375,300640
2020-01-02,POSCO홀딩스,005490.KS,190367.671875,193594.24258474578,189157.70785884533,190367.671875,213578
2020-01-02,QQQ,QQQ,207.14845610369375,208.84893798828125,206.7426633110624,208.84893798828125,30969400
2020-01-02,S&P500,^GSPC,3244.669921875,3258.139892578125,3235.530029296875,3257.85009765625,3459930000
2020-01-02,SK하이닉스,000660.KS,90285.49102428723,90473.58579725449,88498.5906810982,89062.875,2342070
2020-01-02,SM,041510.KS,37317.257349308304,37317.257349308304,36160.133090415016,36594.0546875,152452
2020-01-02,SPY,SPY,297.35632188751407,298.59707369212856,296.4280509440613,298.57867431640625,59151200
2020-01-02,TLT,TLT,116.12009670526459,116.7482823449034,116.01823366486786,116.30685424804688,11034100
2020-01-02,VIX,^VIX,13.460000038146973,13.720000267028809,12.420000076293945,12.470000267028809,0
2020-01-02,나스닥,^IXIC,9039.4599609375,9093.4296875,9010.8896484375,9092.1904296875,2862700000
2020-01-02,삼성바이오로직스,207940.KS,658760.3125,668649.3125,647349.9375,651914.0625,71172
2020-01-02,삼성전자,005930.KS,47960.912236752716,48392.99252717391,47528.83194633152,47701.6640625,12993228
2020-01-02,엔씨소프트,036570.KS,512388.3972966728,515224.49543669133,509552.29915665434,511443.03125,40246
2020-01-02,카카오,035720.KS,30659.98583504098,30759.53124359631,30261.80420081967,30361.349609375,1205235
2020-01-02,코스닥,^KQ11,672.530029296875,674.2999877929688,666.6199951171875,674.02001953125,800
2020-01-02,코스피,^KS11,2201.2099609375,2202.320068359375,2171.840087890625,2175.169921875,494700
2020-01-02,현대차,005380.KS,96983.08620233051,96983.08620233051,94578.546875,94578.546875,556532
2020-01-03,CGV,079160.KS,21421.876953125,21484.150390625,20923.693359375,21172.78515625,218260
2020-01-03,CJ ENM,035760.KS,151748.07958952812,153403.86736425338,149118.2990061409,150676.6875,98855
2020-01-03,DIA,DIA,256.19616492483163,257.7853721971442,256.0525035905201,257.0760803222656,3296700
2020-01-03,GLD,GLD,145.75,146.32000732421875,145.39999389648438,145.86000061035156,12272800
2020-01-03,JYP Ent.,035900.KS,23724.95757199122,24064.578641528926,23336.81920680527,23482.37109375,645440
2020-01-03,KB금융,105560.KS,35865.127779526774,36436.83544870095,35750.78624569194,35941.35546875,1123490
2020-01-03,KODEX200,069500.KS,26157.121858823404,26302.316984364392,25787.534266537255,25923.9296875,7936853
2020-01-03,NAVER,035420.KS,181673.5515668044,182655.5707644628,177254.4651773416,178236.484375,454492
2020-01-03,POSCO홀딩스,005490.KS,191577.61817642406,195207.50988924052,190770.97557357597,191174.296875,273831
2020-01-03,QQQ,QQQ,206.08571720779315,208.18232115804335,206.0663895248192,206.93594360351562,27518900
2020-01-03,S&P500,^GSPC,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,3484700000
2020-01-03,SK하이닉스,000660.KS,90755.72900132275,92072.39242724868,88686.68647486772,88874.78125,3021380
2020-01-03,SM,041510.KS,36642.27171538978,36642.27171538978,35485.14734543011,35870.85546875,298101
2020-01-03,SPY,SPY,295.16897082170266,297.4482779649145,295.1138287821585,296.31781005859375,77709700
2020-01-03,TLT,TLT,117.37644065342518,118.1319549176383,117.04537289614255,118.09799194335938,12366000
2020-01-03,VIX,^VIX,15.010000228881836,16.200000762939453,13.130000114440918,14.020000457763672,0
2020-01-03,나스닥,^IXIC,8976.4296875,9065.759765625,8976.4296875,9020.76953125,2586520000
2020-01-03,삼성바이오로직스,207940.KS,656478.25,664085.1875,636700.25,642025.0625,81379
2020-01-03,삼성전자,005930.KS,48392.99831081081,48911.49472128379,47442.42155827703,47960.91796875,15422255
2020-01-03,엔씨소프트,036570.KS,517115.16327433626,536967.8477876106,512388.33362831856,534131.75,112404
2020-01-03,카카오,035720.KS,30560.440426485653,30859.076652151638,30062.713383709015,30361.349609375,1574240
2020-01-03,코스닥,^KQ11,677.5700073242188,679.3699951171875,668.0999755859375,669.9299926757812,900
2020-01-03,코스피,^KS11,2192.580078125,2203.3798828125,2165.389892578125,2176.4599609375,631600
2020-01-03,현대차,005380.KS,94979.31425107758,95380.0708512931,92174.01804956896,92975.53125,1145187
2020-01-06,CGV,079160.KS,20923.693359375,20954.830078125,20456.646484375,20487.783203125,142681
2020-01-06,CJ ENM,035760.KS,149020.88267726364,149897.47610477696,146293.703125,146293.703125,78272
2020-01-06,DIA,DIA,255.25329665622016,257.7134307415148,255.13657016593956,257.6685485839844,1645100
2020-01-06,GLD,GLD,148.44000244140625,148.47999572753906,146.9499969482422,147.38999938964844,14403300
2020-01-06,JYP Ent.,035900.KS,23094.23118518013,23094.23118518013,22123.88533706332,22220.919921875,702558
2020-01-06,KB금융,105560.KS,35903.24393944474,36246.268563070014,35293.42238633316,35522.10546875,698224
2020-01-06,KODEX200,069500.KS,25743.533001031512,25818.33048197794,25673.135371905464,25725.93359375,5762210
2020-01-06,NAVER,035420.KS,176763.42797783934,178727.466066482,174799.3898891967,177254.4375,287970
2020-01-06,POSCO홀딩스,005490.KS,188754.36525974027,189157.6865530303,185527.7949134199,186334.4375,217886
2020-01-06,QQQ,QQQ,205.31272519031015,208.29821022071204,205.06152433980193,208.26922607421875,21655300
2020-01-06,S&P500,^GSPC,3217.550048828125,3246.840087890625,3214.639892578125,3246.280029296875,3702460000
2020-01-06,SK하이닉스,000660.KS,87464.04833311241,89627.13770049046,87275.95360551433,88686.6640625,2577573
2020-01-06,SM,041510.KS,35870.85167315864,35870.85167315864,33894.09775030985,34038.73828125,308017
2020-01-06,SPY,SPY,294.55305455885224,297.53086365867443,294.43357084171026,297.4481506347656,55653900
2020-01-06,TLT,TLT,118.58188625494329,118.59886774481456,117.27458354956775,117.4273910522461,11369800
2020-01-06,VIX,^VIX,15.449999809265137,16.389999389648438,13.539999961853027,13.850000381469727,0
2020-01-06,나스닥,^IXIC,8943.5,9072.41015625,8943.5,9071.4697265625,2810450000
2020-01-06,삼성바이오로직스,207940.KS,630614.6875,633657.4375,625289.8125,626811.1875,65715
2020-01-06,삼성전자,005930.KS,47442.42155827703,48047.33403716216,47183.17335304054,47960.91796875,10278951
