timestamp,name,ticker,close,open,high,low,volume,status,bar_date,adj_close
2025-12-09 11:40:20,KODEX 미국S&P500커버드콜OTM,453530.KS,,,,,,no_data,,
2026-02-25 20:00:13,코스피,^KS11,6022.7001953125,6144.7099609375,5984.27978515625,6083.85986328125,1415255.0,success,,
2026-02-25 20:00:14,코스닥,^KQ11,1174.27001953125,1174.27001953125,1158.1800537109375,1165.25,1512981.0,success,,
2026-02-25 20:00:14,KODEX200,069500.KS,89860.0,91850.0,89275.0,90890.0,26181980.0,success,,
2026-02-25 20:00:14,KODEX 코스닥150,229200.KS,20330.0,20340.0,20000.0,20160.0,35477947.0,success,,
2026-02-25 20:00:14,TIGER 미국S&P500,360750.KS,24625.0,24670.0,24420.0,24435.0,10906283.0,success,,
2026-02-25 20:00:14,TIGER 미국나스닥100,133690.KS,159515.0,159935.0,158170.0,158255.0,855577.0,success,,
2026-02-25 20:00:14,KODEX 배당가치,227560.KS,14720.0,14910.0,14600.0,14815.0,5846.0,success,,
2026-02-25 20:00:15,TIGER 코리아배당다우존스,269370.KS,19075.0,19075.0,18680.0,18680.0,2617.0,success,,
2026-02-25 20:00:15,KODEX 국고채3년,114260.KS,61825.0,61905.0,61825.0,61900.0,70842.0,success,,
2026-02-25 20:00:15,KODEX 골드선물(H),132030.KS,29440.0,29800.0,29370.0,29695.0,253313.0,success,,
2026-02-25 20:00:15,삼성전자,005930.KS,202500.0,206000.0,201000.0,203500.0,26987996.0,success,,
2026-02-25 20:00:15,SK하이닉스,000660.KS,1012000.0,1038000.0,1004000.0,1018000.0,3682010.0,success,,
2026-02-25 20:00:15,LG에너지솔루션,373220.KS,417500.0,429000.0,409000.0,426000.0,650523.0,success,,
2026-02-25 20:00:16,삼성바이오로직스,207940.KS,1723000.0,1732000.0,1715000.0,1728000.0,45641.0,success,,
2026-02-25 20:00:16,현대차,005380.KS,535000.0,584000.0,532000.0,572000.0,4149696.0,success,,
2026-02-25 20:00:16,KB금융,105560.KS,166300.0,169400.0,165100.0,167700.0,1144011.0,success,,
2026-02-25 20:00:16,POSCO홀딩스,005490.KS,401000.0,410500.0,395000.0,406500.0,558243.0,success,,
2026-02-25 20:00:16,NAVER,035420.KS,255500.0,256000.0,251000.0,253000.0,937503.0,success,,
2026-02-25 20:00:16,HYBE,352820.KS,396500.0,401500.0,394000.0,396500.0,272158.0,success,,
2026-02-25 20:00:17,SM,041510.KS,115600.0,116500.0,114400.0,114800.0,78511.0,success,,
2026-02-25 20:00:17,JYP Ent.,035900.KS,70700.0,71100.0,69900.0,70200.0,223447.0,success,,
2026-02-25 20:00:17,크래프톤,259960.KS,268000.0,268500.0,261000.0,266000.0,126736.0,success,,
2026-02-25 20:00:17,엔씨소프트,036570.KS,231000.0,237500.0,229000.0,237500.0,133761.0,success,,
2026-02-25 20:00:17,CJ ENM,035760.KS,74600.0,75000.0,73800.0,74100.0,41135.0,success,,
2026-02-25 20:00:18,CGV,079160.KS,5890.0,5890.0,5680.0,5730.0,1039834.0,success,,
2026-02-25 20:00:18,카카오,035720.KS,58000.0,58000.0,57200.0,57400.0,2078203.0,success,,
2026-02-25 20:00:18,S&P500,^GSPC,6837.3701171875,6899.169921875,6815.43017578125,6890.06982421875,5266090000.0,success,,
2026-02-25 20:00:18,나스닥,^IXIC,22641.599609375,22895.48046875,22528.259765625,22863.6796875,7932270000.0,success,,
2026-02-25 20:00:18,VIX,^VIX,19.59000015258789,19.6200008392334,19.420000076293945,19.450000762939453,0.0,success,,
2026-02-25 20:00:18,QQQ,QQQ,602.4000244140625,608.989990234375,599.72998046875,607.8699951171875,54857400.0,success,,
2026-02-25 20:00:19,QLD (2x),QLD,66.94999694824219,68.4000015258789,66.36000061035156,68.12999725341797,3156400.0,success,,
2026-02-25 20:00:19,TQQQ (3x),TQQQ,48.45000076293945,50.040000915527344,47.81999969482422,49.77999877929688,70458800.0,success,,
2026-02-25 20:00:19,SPY,SPY,681.9000244140625,688.3499755859375,680.0,687.3499755859375,73717500.0,success,,
2026-02-25 20:00:19,VOO,VOO,627.1500244140625,633.0900268554688,625.4000244140625,632.2100219726562,6912300.0,success,,
2026-02-25 20:00:19,IVV,IVV,684.9600219726562,691.4400024414062,683.0499877929688,690.510009765625,4644700.0,success,,
2026-02-25 20:00:19,SSO (2x),SSO,57.33000183105469,58.40999984741211,57.02000045776367,58.27000045776367,2379700.0,success,,
2026-02-25 20:00:20,UPRO (3x),UPRO,113.3499984741211,116.55999755859376,112.44000244140624,116.06999969482422,2724700.0,success,,
2026-02-25 20:00:20,SPLG,SPLG,80.23999786376953,81.0,80.0199966430664,80.88999938964844,1267877.0,success,,
2026-02-25 20:00:20,DIA,DIA,488.3900146484375,492.8500061035156,487.4500122070313,491.7900085449219,5332100.0,success,,
2026-02-25 20:00:20,SCHD,SCHD,31.549999237060547,31.700000762939453,31.5,31.63999938964844,15973800.0,success,,
2026-02-25 20:00:20,DGRO,DGRO,73.16999816894531,73.60800170898438,73.13500213623047,73.52999877929688,1789000.0,success,,
2026-02-25 20:00:20,SPHD,SPHD,52.20000076293945,52.44499969482422,51.97499847412109,52.29999923706055,942600.0,success,,
2026-02-25 20:00:21,JEPI,JEPI,59.150001525878906,59.5,59.07500076293945,59.45000076293945,5432000.0,success,,
2026-02-25 20:00:21,NUSI,NUSI,53.59999847412109,53.81999969482422,53.09000015258789,53.75,26077.0,success,,
